"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group D","some college","standard","none","67","73","76"
"male","group D","some college","free/reduced","none","79","75","71"
"male","group D","some high school","standard","none","82","83","86"
"female","group C","master's degree","free/reduced","completed","34","45","38"
"male","group B","some college","standard","none","60","54","62"
"male","group B","associate's degree","standard","completed","42","50","48"
"female","group C","associate's degree","standard","none","84","80","81"
"male","group A","some college","standard","none","78","76","78"
"male","group B","associate's degree","free/reduced","none","67","66","60"
"female","group E","high school","free/reduced","none","73","80","82"
"male","group A","some high school","free/reduced","none","59","59","55"
"female","group B","associate's degree","free/reduced","completed","52","64","61"
"female","group B","high school","standard","none","54","66","64"
"male","group B","some high school","standard","completed","69","65","62"
"male","group D","some college","free/reduced","none","47","52","45"
"female","group E","high school","standard","none","85","86","87"
"male","group C","bachelor's degree","standard","completed","64","61","63"
"male","group D","some high school","standard","completed","66","56","60"
"male","group C","some college","free/reduced","none","60","48","53"
"male","group B","some college","standard","none","85","84","79"
"male","group E","some college","standard","completed","99","84","81"
"male","group C","high school","standard","completed","75","78","74"
"female","group D","associate's degree","standard","none","67","79","75"
"male","group D","associate's degree","standard","completed","77","82","84"
"female","group C","some college","standard","none","84","79","88"
"male","group C","some high school","free/reduced","none","61","63","61"
"male","group E","some college","free/reduced","none","68","69","67"
"male","group D","bachelor's degree","free/reduced","completed","73","76","76"
"male","group B","associate's degree","standard","none","87","88","78"
"female","group C","some high school","free/reduced","completed","67","69","74"
"male","group B","high school","free/reduced","none","56","57","53"
"male","group C","some high school","free/reduced","completed","71","73","71"
"female","group E","some high school","free/reduced","none","56","70","64"
"female","group B","high school","standard","completed","60","70","76"
"female","group D","associate's degree","standard","completed","69","78","79"
"male","group D","some college","standard","none","80","87","79"
"female","group D","bachelor's degree","standard","none","79","100","100"
"male","group D","associate's degree","standard","none","60","52","55"
"male","group D","master's degree","standard","completed","71","62","70"
"female","group D","associate's degree","free/reduced","none","57","70","68"
"female","group A","associate's degree","standard","completed","68","80","79"
"female","group D","some college","standard","none","74","81","82"
"female","group E","some high school","standard","none","66","66","63"
"male","group B","some high school","standard","none","43","46","41"
"male","group B","master's degree","free/reduced","none","57","65","59"
"female","group D","some college","standard","completed","76","82","92"
"female","group C","high school","free/reduced","completed","51","66","67"
"female","group E","associate's degree","standard","completed","100","100","100"
"female","group C","some college","standard","completed","65","79","80"
"male","group C","associate's degree","standard","none","89","86","79"
"male","group D","bachelor's degree","standard","none","77","72","73"
"male","group C","some high school","free/reduced","none","84","82","74"
"male","group D","high school","standard","none","70","58","59"
"female","group A","some high school","free/reduced","completed","33","53","48"
"male","group D","some college","standard","none","57","52","53"
"male","group D","some college","standard","completed","68","68","67"
"male","group D","associate's degree","standard","none","73","76","72"
"female","group C","high school","standard","completed","83","95","94"
"female","group D","associate's degree","standard","none","79","91","88"
"female","group C","high school","standard","none","56","54","57"
"female","group C","high school","standard","none","35","44","38"
"male","group C","some high school","free/reduced","none","14","13","7"
"female","group B","some high school","standard","completed","60","74","77"
"male","group C","master's degree","standard","none","92","82","82"
"male","group C","some college","free/reduced","none","71","67","64"
"male","group D","high school","standard","none","96","94","86"
"male","group C","high school","free/reduced","none","65","75","66"
"male","group C","high school","free/reduced","none","75","80","68"
"female","group B","master's degree","standard","completed","99","95","100"
"female","group B","associate's degree","free/reduced","completed","70","83","78"
"male","group C","some high school","standard","none","73","85","74"
"male","group A","bachelor's degree","standard","none","82","77","76"
"female","group E","high school","free/reduced","none","60","69","66"
"male","group E","some high school","standard","none","67","59","51"
"male","group B","some college","standard","none","66","65","59"
"male","group E","associate's degree","free/reduced","none","84","74","72"
"male","group D","some high school","standard","none","60","47","46"
"male","group D","some high school","free/reduced","none","72","68","71"
"male","group A","associate's degree","standard","none","54","56","49"
"female","group C","bachelor's degree","free/reduced","none","68","70","74"
"female","group E","some college","free/reduced","none","62","69","61"
"male","group D","master's degree","standard","none","93","90","90"
"male","group E","bachelor's degree","standard","none","70","66","61"
"male","group D","high school","standard","none","79","74","66"
"male","group C","some college","standard","none","63","56","54"
"male","group C","high school","standard","none","57","54","51"
"female","group D","associate's degree","standard","none","69","79","78"
"male","group E","associate's degree","free/reduced","completed","92","87","89"
"female","group D","associate's degree","standard","completed","73","81","83"
"female","group C","some high school","standard","none","52","53","56"
"male","group B","bachelor's degree","standard","none","73","69","71"
"male","group B","associate's degree","standard","none","70","69","63"
"male","group C","some college","standard","none","70","61","58"
"female","group C","some high school","standard","none","56","68","59"
"male","group D","some high school","free/reduced","none","59","56","51"
"male","group C","master's degree","standard","none","68","65","66"
"female","group E","some college","standard","none","61","66","69"
"female","group C","some college","standard","none","68","84","86"
"female","group D","some college","standard","none","85","81","87"
"male","group D","high school","free/reduced","none","55","68","61"
"male","group A","some college","standard","completed","61","65","61"
"male","group B","some college","standard","completed","94","90","96"
"female","group A","associate's degree","standard","completed","60","62","64"
"female","group B","some high school","standard","completed","66","65","74"
"female","group B","bachelor's degree","standard","none","69","70","69"
"female","group B","associate's degree","standard","completed","68","79","76"
"female","group D","bachelor's degree","standard","none","52","68","69"
"male","group D","some college","standard","completed","80","78","78"
"female","group B","master's degree","standard","completed","86","100","100"
"female","group D","some high school","standard","completed","70","83","84"
"male","group C","associate's degree","standard","none","64","61","53"
"male","group C","master's degree","free/reduced","none","72","78","74"
"female","group E","high school","standard","none","80","88","83"
"female","group C","some college","free/reduced","none","47","64","54"
"male","group D","some high school","standard","none","63","62","61"
"male","group E","associate's degree","free/reduced","completed","70","82","72"
"female","group D","some high school","standard","none","45","52","52"
"female","group C","some college","free/reduced","completed","58","63","65"
"male","group B","some college","free/reduced","completed","41","48","44"
"male","group D","associate's degree","standard","completed","86","83","89"
"male","group B","associate's degree","free/reduced","completed","78","74","76"
"female","group D","high school","free/reduced","none","69","72","74"
"male","group C","some high school","standard","completed","61","58","57"
"male","group D","some high school","standard","completed","80","74","72"
"female","group E","high school","free/reduced","none","48","63","64"
"female","group D","some college","standard","none","87","98","98"
"male","group D","high school","standard","none","70","61","54"
"male","group D","some high school","standard","completed","60","55","58"
"female","group A","master's degree","free/reduced","completed","43","56","67"
"female","group D","bachelor's degree","standard","none","64","65","68"
"male","group D","associate's degree","free/reduced","none","63","54","57"
"female","group A","some college","standard","completed","58","67","67"
"male","group D","bachelor's degree","standard","none","92","82","79"
"female","group E","associate's degree","free/reduced","none","70","72","64"
"male","group C","associate's degree","free/reduced","completed","69","69","66"
"female","group B","some high school","free/reduced","completed","23","36","41"
"female","group D","some college","standard","none","68","66","72"
"male","group C","high school","free/reduced","none","55","57","48"
"male","group B","master's degree","standard","none","81","72","70"
"female","group B","some college","standard","none","59","72","68"
"male","group C","some high school","standard","completed","63","63","59"
"male","group B","some college","standard","none","65","63","61"
"female","group D","associate's degree","standard","none","80","96","89"
"female","group B","some college","standard","none","72","68","68"
"female","group E","some college","standard","none","87","91","91"
"female","group E","master's degree","free/reduced","none","62","60","65"
"male","group C","some high school","standard","completed","67","67","69"
"female","group E","high school","standard","none","63","64","60"
"female","group C","master's degree","free/reduced","none","51","58","58"
"male","group C","bachelor's degree","standard","completed","70","77","77"
"female","group D","some college","standard","none","65","69","69"
"male","group C","high school","free/reduced","none","51","49","42"
"male","group C","some high school","standard","none","47","44","32"
"female","group C","some college","free/reduced","none","63","85","78"
"male","group B","high school","standard","completed","87","89","89"
"male","group E","some high school","standard","none","95","86","82"
"female","group C","associate's degree","standard","none","72","88","81"
"female","group C","some high school","standard","none","48","55","53"
"female","group C","high school","standard","none","57","65","65"
"male","group E","some college","standard","none","76","67","64"
"male","group D","some high school","standard","none","81","77","74"
"female","group D","master's degree","standard","none","53","56","59"
"male","group D","some college","free/reduced","completed","53","42","50"
"female","group C","master's degree","free/reduced","none","52","61","60"
"female","group D","some college","standard","none","77","86","88"
"male","group D","some high school","standard","none","87","87","83"
"female","group D","some college","standard","none","53","56","61"
"female","group D","some high school","free/reduced","completed","71","92","85"
"female","group D","some high school","standard","none","67","75","71"
"female","group C","some high school","free/reduced","none","39","48","46"
"female","group C","associate's degree","standard","none","82","86","85"
"female","group B","associate's degree","standard","none","66","70","72"
"male","group B","associate's degree","standard","none","92","92","85"
"male","group C","associate's degree","standard","none","62","52","56"
"female","group E","high school","standard","none","48","54","51"
"female","group D","some high school","standard","completed","58","66","75"
"female","group D","associate's degree","standard","completed","67","82","82"
"female","group B","associate's degree","free/reduced","completed","79","89","89"
"female","group B","bachelor's degree","standard","none","77","65","72"
"female","group B","high school","free/reduced","completed","54","60","60"
"male","group D","some college","free/reduced","none","61","58","59"
"male","group E","high school","standard","none","74","78","70"
"female","group C","high school","free/reduced","none","48","53","53"
"female","group B","associate's degree","standard","none","64","74","74"
"male","group D","associate's degree","standard","none","68","55","59"
"female","group E","bachelor's degree","free/reduced","completed","80","82","92"
"female","group D","high school","standard","completed","62","60","65"
"female","group D","some college","standard","none","84","93","94"
"female","group D","high school","free/reduced","none","63","71","71"
"male","group A","associate's degree","standard","none","66","65","60"
"female","group D","bachelor's degree","standard","none","80","85","92"
"female","group D","some college","standard","none","75","80","81"
"male","group B","some high school","standard","none","58","42","46"
"female","group E","some college","free/reduced","completed","77","93","90"
"female","group E","high school","free/reduced","none","50","61","65"
"female","group E","some high school","standard","none","61","54","58"
"female","group E","bachelor's degree","standard","completed","99","100","96"
"male","group C","master's degree","standard","none","77","81","73"
"male","group E","some high school","free/reduced","none","53","60","53"
"male","group D","associate's degree","standard","none","60","58","58"
"female","group D","some college","free/reduced","none","67","72","77"
"male","group A","some college","standard","completed","62","72","69"
"male","group B","associate's degree","standard","none","64","56","61"
"female","group A","some high school","standard","none","42","58","58"
"female","group E","bachelor's degree","standard","completed","100","100","100"
"male","group B","some college","free/reduced","none","38","46","43"
"female","group B","master's degree","free/reduced","completed","53","55","61"
"male","group C","associate's degree","free/reduced","completed","62","59","62"
"female","group E","some college","free/reduced","none","74","77","74"
"female","group B","associate's degree","free/reduced","none","50","67","59"
"female","group C","bachelor's degree","free/reduced","completed","61","77","76"
"male","group D","some college","standard","none","84","71","77"
"female","group A","associate's degree","standard","none","46","57","55"
"male","group E","some high school","free/reduced","completed","54","53","52"
"male","group D","some college","standard","completed","77","86","86"
"male","group D","some college","standard","completed","69","77","76"
"male","group D","associate's degree","free/reduced","none","54","63","57"
"male","group C","associate's degree","standard","none","90","86","82"
"female","group C","some college","free/reduced","none","54","67","65"
"female","group D","some college","free/reduced","none","63","76","66"
"female","group B","some high school","standard","none","52","59","55"
"male","group C","master's degree","standard","completed","77","76","78"
"male","group E","some college","standard","completed","73","69","63"
"male","group D","some college","free/reduced","none","46","34","39"
"female","group A","some college","free/reduced","completed","79","95","99"
"male","group C","high school","free/reduced","completed","55","59","55"
"male","group B","some high school","standard","none","44","39","33"
"female","group A","some college","free/reduced","none","48","47","51"
"female","group C","some high school","free/reduced","completed","68","81","75"
"male","group C","associate's degree","standard","none","92","79","77"
"male","group D","high school","standard","completed","97","99","97"
"female","group C","some college","standard","none","49","62","64"
"female","group C","some college","free/reduced","none","30","41","44"
"female","group E","bachelor's degree","free/reduced","none","56","59","58"
"female","group E","some high school","free/reduced","none","45","55","43"
"female","group D","some high school","free/reduced","completed","40","64","63"
"female","group C","some college","standard","none","76","85","81"
"female","group D","associate's degree","standard","none","75","84","79"
"male","group A","associate's degree","standard","completed","77","78","75"
"male","group D","high school","free/reduced","none","47","37","42"
"male","group E","some high school","free/reduced","completed","68","72","65"
"male","group C","high school","free/reduced","none","70","62","67"
"female","group C","associate's degree","free/reduced","completed","61","66","69"
"female","group C","some college","standard","none","60","72","72"
"male","group E","some high school","standard","completed","100","88","85"
"male","group E","some college","standard","none","62","55","59"
"male","group C","associate's degree","free/reduced","none","51","47","46"
"male","group E","bachelor's degree","standard","completed","100","90","96"
"male","group C","some college","standard","none","49","58","57"
"female","group E","some high school","standard","none","60","61","64"
"female","group D","high school","standard","none","71","68","77"
"male","group D","master's degree","standard","completed","90","89","90"
"male","group A","some college","free/reduced","none","65","64","60"
"female","group E","high school","standard","none","69","81","78"
"female","group E","high school","standard","none","89","82","84"
"female","group B","high school","standard","none","63","70","68"
"female","group E","high school","standard","none","77","69","69"
"female","group C","some high school","free/reduced","none","52","65","55"
"female","group C","some college","free/reduced","completed","41","49","57"
"female","group E","some high school","standard","none","78","73","76"
"female","group B","some high school","standard","none","57","63","56"
"male","group D","some high school","standard","none","74","70","71"
"male","group D","associate's degree","free/reduced","completed","59","60","57"
"female","group E","high school","free/reduced","completed","95","94","92"
"female","group C","bachelor's degree","free/reduced","completed","73","98","95"
"female","group D","bachelor's degree","free/reduced","none","53","73","77"
"female","group A","master's degree","standard","completed","67","78","78"
"female","group C","high school","standard","completed","82","100","97"
"male","group A","some high school","free/reduced","completed","63","65","63"
"male","group A","high school","standard","completed","82","75","80"
"male","group C","master's degree","standard","completed","69","63","61"
"female","group C","high school","free/reduced","none","35","41","33"
"male","group B","associate's degree","standard","none","79","60","66"
"male","group D","some high school","free/reduced","none","59","70","66"
"female","group D","some high school","standard","completed","54","62","71"
"male","group C","associate's degree","standard","none","55","43","39"
"male","group D","associate's degree","standard","completed","99","85","91"
"female","group B","some college","standard","none","71","81","83"
"male","group B","high school","standard","none","63","62","62"
"male","group C","associate's degree","free/reduced","completed","63","64","63"
"female","group E","associate's degree","standard","none","75","76","79"
"female","group C","some high school","free/reduced","none","34","48","52"
"female","group B","some high school","free/reduced","completed","42","58","59"
"female","group D","some college","standard","none","83","85","84"
"male","group A","bachelor's degree","standard","none","84","86","84"
"female","group B","some high school","standard","none","56","64","61"
"male","group D","some high school","standard","none","49","38","35"
"male","group E","associate's degree","free/reduced","none","81","73","69"
"female","group A","some high school","standard","none","64","78","75"
"male","group E","bachelor's degree","standard","none","100","86","86"
"female","group E","associate's degree","free/reduced","none","86","97","94"
"male","group C","master's degree","standard","none","41","42","36"
"female","group C","high school","standard","none","63","77","70"
"male","group C","some high school","standard","completed","61","67","63"
"female","group C","some college","free/reduced","none","39","52","45"
"male","group C","high school","standard","none","75","72","69"
"female","group C","bachelor's degree","standard","none","62","64","67"
"female","group C","high school","free/reduced","completed","76","93","91"
"female","group C","some college","standard","completed","79","81","85"
"female","group C","master's degree","free/reduced","none","79","88","84"
"female","group C","high school","free/reduced","none","54","67","59"
"female","group C","some college","free/reduced","completed","57","55","62"
"male","group C","bachelor's degree","standard","none","92","92","88"
"male","group C","some high school","standard","completed","54","44","41"
"female","group D","associate's degree","standard","none","71","78","73"
"female","group D","bachelor's degree","free/reduced","completed","72","88","98"
"male","group D","bachelor's degree","standard","completed","100","100","99"
"female","group B","some college","free/reduced","completed","49","72","72"
"male","group B","high school","free/reduced","none","68","72","63"
"female","group C","high school","free/reduced","none","58","71","70"
"female","group C","some college","free/reduced","none","42","59","54"
"female","group C","some high school","standard","completed","83","94","99"
"male","group E","master's degree","standard","none","90","86","84"
"male","group B","high school","standard","none","50","47","48"
"female","group E","some college","free/reduced","none","59","64","63"
"male","group C","some college","standard","none","72","73","66"
"female","group B","some college","free/reduced","none","40","53","46"
"female","group D","associate's degree","standard","none","70","81","81"
"male","group E","associate's degree","free/reduced","none","54","47","43"
"female","group E","high school","standard","none","90","91","86"
"female","group C","associate's degree","standard","none","77","84","81"
"female","group C","associate's degree","free/reduced","none","47","69","65"
"female","group B","high school","standard","none","34","50","44"
"female","group D","some high school","standard","completed","65","66","74"
"female","group C","some high school","free/reduced","none","49","51","51"
"female","group C","high school","free/reduced","completed","33","41","40"
"male","group E","some college","free/reduced","completed","69","66","61"
"female","group C","bachelor's degree","free/reduced","completed","57","77","76"
"male","group B","some high school","standard","none","49","40","45"
"male","group B","bachelor's degree","free/reduced","none","46","49","39"
"female","group D","some college","free/reduced","none","50","59","65"
"female","group A","bachelor's degree","standard","completed","96","99","98"
"female","group B","some college","free/reduced","completed","74","89","86"
"female","group D","some high school","standard","none","71","74","81"
"female","group E","associate's degree","standard","none","85","84","88"
"female","group C","some college","standard","completed","59","74","71"
"male","group C","some college","free/reduced","completed","57","61","54"
"female","group C","bachelor's degree","standard","none","61","65","60"
"female","group B","high school","standard","none","73","71","73"
"male","group C","associate's degree","standard","none","71","67","70"
"male","group B","master's degree","standard","completed","96","92","93"
"male","group A","associate's degree","standard","none","56","57","50"
"male","group D","bachelor's degree","standard","none","88","77","76"
"male","group B","high school","free/reduced","none","23","27","19"
"female","group B","some high school","standard","none","56","63","66"
"female","group B","some college","standard","none","55","64","67"
"male","group C","some high school","standard","none","88","79","73"
"male","group D","bachelor's degree","free/reduced","completed","50","49","54"
"male","group D","master's degree","standard","none","59","52","43"
"female","group E","high school","standard","completed","75","81","77"
"male","group C","high school","free/reduced","none","51","53","53"
"male","group B","some college","standard","none","82","72","66"
"male","group C","some college","standard","completed","57","46","50"
"female","group B","some college","standard","completed","65","73","76"
"female","group C","high school","standard","completed","68","77","75"
"male","group C","associate's degree","free/reduced","none","32","45","40"
"male","group C","some high school","standard","completed","72","70","67"
"female","group D","some college","free/reduced","none","74","95","91"
"female","group B","associate's degree","standard","none","75","79","83"
"female","group A","associate's degree","free/reduced","none","68","77","79"
"male","group E","associate's degree","standard","none","86","76","76"
"female","group C","associate's degree","standard","completed","68","80","80"
"female","group C","bachelor's degree","free/reduced","none","79","79","78"
"male","group D","some high school","free/reduced","completed","59","52","52"
"male","group D","some college","standard","none","62","47","44"
"male","group C","high school","standard","completed","91","81","77"
"male","group B","high school","free/reduced","completed","44","42","39"
"female","group B","some high school","standard","none","83","86","88"
"male","group D","some high school","standard","none","49","44","41"
"female","group B","some college","free/reduced","none","59","79","75"
"male","group C","some high school","standard","none","53","55","47"
"male","group D","associate's degree","standard","completed","64","61","61"
"female","group C","high school","free/reduced","none","44","64","64"
"female","group B","high school","standard","none","79","98","95"
"male","group A","bachelor's degree","free/reduced","none","59","53","55"
"male","group D","high school","standard","none","75","61","59"
"female","group E","associate's degree","standard","completed","80","82","89"
"female","group C","associate's degree","standard","none","55","62","57"
"female","group D","bachelor's degree","standard","completed","75","87","95"
"male","group D","some high school","free/reduced","none","36","41","43"
"female","group C","high school","free/reduced","none","60","77","66"
"male","group B","associate's degree","standard","completed","95","92","93"
"male","group C","some college","standard","none","44","41","34"
"male","group B","some high school","standard","completed","59","57","58"
"female","group C","bachelor's degree","standard","none","88","92","92"
"male","group B","bachelor's degree","standard","none","71","60","62"
"female","group D","some college","standard","completed","92","98","98"
"female","group A","some college","standard","none","45","52","51"
"female","group E","master's degree","free/reduced","completed","86","100","96"
"female","group C","associate's degree","standard","none","67","80","72"
"male","group C","some college","standard","completed","80","73","74"
"male","group D","bachelor's degree","standard","none","62","49","53"
"female","group D","some high school","free/reduced","completed","63","80","80"
"female","group B","high school","free/reduced","none","64","65","63"
"female","group B","some high school","standard","none","38","56","51"
"female","group D","associate's degree","standard","none","74","82","81"
"male","group E","some college","standard","none","100","94","89"
"female","group A","associate's degree","free/reduced","none","55","65","64"
"female","group E","master's degree","standard","completed","91","85","96"
"female","group B","high school","free/reduced","none","53","51","57"
"male","group D","some high school","free/reduced","none","60","48","52"
"male","group C","some college","standard","none","90","86","83"
"male","group C","associate's degree","standard","none","62","57","55"
"female","group D","high school","standard","none","56","65","69"
"male","group C","high school","standard","completed","77","85","82"
"female","group C","bachelor's degree","free/reduced","none","46","61","56"
"male","group B","some college","free/reduced","none","80","80","70"
"female","group C","some college","standard","none","63","72","69"
"female","group B","high school","standard","none","68","75","70"
"male","group B","some high school","standard","none","48","43","39"
"male","group C","associate's degree","standard","none","67","71","68"
"male","group C","master's degree","standard","completed","89","98","95"
"female","group C","some college","standard","none","56","66","59"
"male","group D","some high school","free/reduced","none","29","25","28"
"male","group B","some college","standard","completed","49","51","53"
"female","group D","some high school","standard","none","62","73","76"
"male","group C","associate's degree","standard","completed","70","60","63"
"female","group B","some high school","standard","completed","80","99","95"
"male","group C","high school","free/reduced","completed","81","86","80"
"female","group D","high school","standard","none","31","42","40"
"female","group A","some college","standard","none","55","75","71"
"female","group B","high school","standard","none","61","72","65"
"male","group D","some college","standard","completed","62","67","66"
"female","group B","high school","standard","none","48","62","59"
"male","group D","associate's degree","standard","completed","87","80","80"
"male","group C","some college","free/reduced","completed","68","67","65"
"male","group B","associate's degree","standard","none","84","80","75"
"female","group C","associate's degree","standard","none","70","71","74"
"female","group B","some high school","free/reduced","none","28","38","33"
"male","group B","bachelor's degree","standard","completed","56","63","53"
"female","group D","high school","standard","none","77","85","83"
"female","group C","some college","free/reduced","none","40","48","49"
"female","group E","associate's degree","standard","none","96","94","87"
"female","group C","some college","free/reduced","none","79","88","84"
"male","group E","some high school","standard","completed","75","61","64"
"male","group D","bachelor's degree","free/reduced","none","50","45","51"
"female","group C","associate's degree","standard","completed","81","91","94"
"male","group E","high school","free/reduced","none","71","71","62"
"female","group D","associate's degree","standard","none","52","63","60"
"male","group B","high school","standard","completed","72","69","64"
"female","group A","some college","free/reduced","completed","52","68","71"
"male","group D","some college","standard","completed","56","53","56"
"male","group D","associate's degree","free/reduced","none","60","59","53"
"female","group A","high school","standard","none","75","77","80"
"male","group C","some high school","free/reduced","none","54","47","41"
"male","group D","high school","free/reduced","none","60","64","55"
"female","group D","high school","standard","none","85","76","79"
"male","group E","associate's degree","standard","none","86","74","77"
"female","group C","high school","standard","completed","81","80","77"
"male","group D","high school","standard","completed","82","71","70"
"male","group B","high school","standard","none","75","58","61"
"female","group B","some college","free/reduced","none","72","85","82"
"female","group C","some college","standard","none","77","77","76"
"female","group C","associate's degree","standard","none","78","70","71"
"male","group C","some high school","free/reduced","none","59","61","51"
"female","group C","associate's degree","standard","completed","64","87","94"
"female","group D","some high school","free/reduced","none","57","68","68"
"male","group D","high school","standard","none","94","83","85"
"female","group C","some college","standard","none","56","67","72"
"male","group B","some high school","free/reduced","completed","58","65","67"
"female","group E","some college","standard","completed","77","83","84"
"male","group B","some college","standard","completed","66","66","62"
"female","group C","some high school","standard","none","52","52","56"
"female","group A","some college","standard","completed","100","100","100"
"male","group C","associate's degree","free/reduced","none","63","50","50"
"male","group E","master's degree","standard","none","98","100","88"
"male","group D","high school","standard","none","66","47","49"
"male","group C","some high school","standard","none","89","88","82"
"female","group D","bachelor's degree","free/reduced","none","42","56","63"
"male","group A","some high school","standard","completed","60","56","51"
"male","group E","master's degree","standard","completed","100","100","100"
"male","group B","some high school","standard","completed","73","76","77"
"female","group B","bachelor's degree","standard","none","89","100","100"
"male","group B","some high school","standard","completed","68","59","49"
"female","group C","associate's degree","standard","none","64","73","68"
"female","group B","some college","standard","none","81","83","87"
"female","group D","associate's degree","standard","completed","81","90","95"
"male","group E","some college","free/reduced","none","57","47","44"
"male","group C","some high school","standard","completed","71","73","70"
"male","group C","some high school","free/reduced","none","70","60","58"
"male","group D","some college","standard","none","58","46","48"
"female","group C","some high school","free/reduced","completed","38","57","60"
"female","group D","bachelor's degree","free/reduced","none","64","68","74"
