"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group E","some college","free/reduced","none","79","89","78"
"male","group E","some high school","standard","none","72","73","58"
"male","group C","high school","free/reduced","completed","76","76","76"
"male","group D","associate's degree","free/reduced","none","36","42","31"
"female","group C","some college","free/reduced","completed","47","63","62"
"female","group C","high school","standard","none","64","69","72"
"female","group D","associate's degree","free/reduced","none","52","76","75"
"male","group C","associate's degree","free/reduced","completed","77","69","68"
"male","group E","some high school","standard","completed","68","56","62"
"female","group D","some high school","free/reduced","none","63","71","69"
"female","group C","bachelor's degree","free/reduced","completed","59","66","68"
"female","group B","some college","free/reduced","none","61","75","68"
"male","group E","associate's degree","free/reduced","none","80","71","68"
"male","group D","some college","free/reduced","none","52","40","41"
"female","group E","some college","standard","none","70","64","67"
"female","group E","bachelor's degree","standard","none","77","70","69"
"male","group B","high school","standard","none","59","49","48"
"male","group B","associate's degree","standard","none","69","58","64"
"male","group D","associate's degree","free/reduced","none","71","67","63"
"male","group B","some high school","free/reduced","completed","52","56","55"
"female","group D","bachelor's degree","standard","none","73","85","83"
"female","group A","some college","standard","none","54","70","58"
"male","group E","some high school","free/reduced","none","48","45","40"
"female","group B","some college","standard","completed","66","76","79"
"female","group C","high school","free/reduced","none","49","58","54"
"male","group C","high school","standard","none","81","70","69"
"male","group D","bachelor's degree","standard","completed","82","92","91"
"male","group E","bachelor's degree","free/reduced","none","71","67","67"
"male","group B","master's degree","standard","none","69","58","63"
"female","group D","some high school","standard","completed","80","95","96"
"female","group E","high school","standard","none","78","82","80"
"female","group A","bachelor's degree","free/reduced","completed","75","94","98"
"female","group E","high school","standard","none","66","67","67"
"male","group B","high school","standard","none","47","46","39"
"female","group E","bachelor's degree","standard","completed","67","72","72"
"female","group C","some high school","standard","none","49","59","52"
"female","group E","some college","free/reduced","completed","48","50","49"
"female","group C","bachelor's degree","standard","none","73","84","85"
"male","group E","some college","free/reduced","none","90","82","78"
"male","group E","bachelor's degree","free/reduced","none","90","92","86"
"male","group D","bachelor's degree","standard","none","89","82","86"
"male","group C","some high school","standard","none","74","72","68"
"female","group B","bachelor's degree","standard","none","96","99","93"
"male","group D","high school","standard","none","77","63","65"
"female","group E","high school","standard","none","83","90","85"
"male","group C","some college","standard","none","79","73","71"
"male","group C","associate's degree","standard","completed","71","81","78"
"male","group D","bachelor's degree","standard","none","71","72","69"
"female","group A","bachelor's degree","standard","none","83","84","85"
"male","group B","some high school","standard","completed","68","68","62"
"female","group C","some high school","standard","none","66","82","78"
"male","group D","some high school","free/reduced","none","44","48","45"
"female","group D","master's degree","free/reduced","completed","71","86","80"
"male","group B","some college","free/reduced","none","69","68","64"
"male","group A","associate's degree","standard","none","72","68","68"
"female","group E","some high school","standard","none","68","71","70"
"female","group A","master's degree","free/reduced","completed","64","82","82"
"male","group B","some high school","standard","completed","86","81","80"
"female","group C","associate's degree","free/reduced","none","71","96","87"
"male","group D","some college","standard","none","62","62","57"
"male","group C","some high school","free/reduced","completed","83","78","71"
"female","group D","some college","standard","none","59","73","73"
"male","group D","some high school","free/reduced","completed","83","78","85"
"male","group E","master's degree","standard","none","100","89","89"
"male","group B","some college","standard","completed","85","94","93"
"male","group C","high school","standard","none","59","44","42"
"male","group D","some college","standard","completed","82","83","79"
"female","group E","high school","standard","none","67","79","76"
"male","group E","associate's degree","free/reduced","completed","75","68","70"
"female","group D","associate's degree","free/reduced","none","71","82","85"
"male","group D","master's degree","standard","none","100","92","94"
"male","group C","some college","standard","none","76","76","73"
"male","group D","some high school","standard","completed","73","70","69"
"male","group E","associate's degree","standard","completed","100","100","100"
"male","group E","some high school","standard","none","64","56","52"
"female","group D","high school","standard","completed","52","56","59"
"male","group E","some college","standard","none","81","59","65"
"male","group B","bachelor's degree","free/reduced","none","72","76","68"
"female","group C","some college","free/reduced","none","47","57","53"
"female","group B","associate's degree","standard","none","63","69","70"
"male","group B","bachelor's degree","standard","completed","87","92","90"
"male","group C","some college","standard","completed","93","86","94"
"male","group C","bachelor's degree","free/reduced","none","52","57","51"
"female","group B","some high school","standard","completed","72","90","89"
"male","group D","some college","standard","completed","74","68","74"
"female","group D","high school","standard","none","69","80","79"
"male","group D","some high school","standard","none","64","57","54"
"male","group A","some college","standard","completed","98","92","94"
"male","group E","some high school","standard","completed","70","62","65"
"male","group A","some college","free/reduced","none","62","64","55"
"male","group A","some college","free/reduced","none","42","43","36"
"male","group C","high school","standard","none","48","44","37"
"male","group B","high school","free/reduced","none","66","61","56"
"female","group A","high school","free/reduced","completed","61","74","71"
"male","group C","some college","free/reduced","none","36","36","34"
"male","group B","bachelor's degree","standard","completed","80","80","85"
"female","group A","high school","standard","completed","72","84","85"
"male","group C","some high school","standard","completed","74","67","72"
"female","group C","associate's degree","standard","none","73","78","81"
"male","group D","high school","free/reduced","none","43","40","42"
"male","group D","some college","free/reduced","none","44","41","41"
"female","group A","associate's degree","standard","none","73","76","74"
"male","group D","some college","standard","none","82","64","61"
"female","group B","associate's degree","standard","none","62","64","62"
"male","group D","some high school","free/reduced","completed","77","74","75"
"male","group D","high school","standard","none","73","65","64"
"female","group C","associate's degree","standard","none","63","72","70"
"female","group B","high school","free/reduced","none","34","44","39"
"female","group C","some college","standard","none","66","67","66"
"female","group B","high school","free/reduced","none","62","78","71"
"male","group E","high school","standard","completed","75","68","62"
"female","group C","bachelor's degree","standard","none","89","97","90"
"female","group D","associate's degree","standard","completed","90","100","100"
"male","group D","master's degree","free/reduced","none","53","63","58"
"female","group C","some college","standard","none","44","57","45"
"female","group C","high school","free/reduced","none","60","74","65"
"male","group A","associate's degree","free/reduced","none","61","59","57"
"male","group C","master's degree","standard","none","98","88","83"
"male","group A","some high school","standard","none","68","67","60"
"male","group E","high school","standard","completed","65","63","63"
"male","group C","bachelor's degree","free/reduced","none","80","88","80"
"male","group C","some college","standard","completed","80","83","76"
"male","group C","associate's degree","standard","completed","79","82","77"
"male","group C","some high school","standard","none","64","61","61"
"female","group C","some high school","standard","none","52","65","64"
"male","group B","some high school","free/reduced","completed","80","82","79"
"female","group C","bachelor's degree","free/reduced","none","54","72","71"
"male","group A","associate's degree","standard","none","58","58","51"
"male","group E","some college","standard","none","80","70","65"
"male","group C","some college","free/reduced","none","37","29","27"
"male","group B","associate's degree","standard","completed","80","71","71"
"male","group D","associate's degree","standard","completed","55","39","53"
"male","group C","associate's degree","standard","completed","81","73","75"
"male","group E","some high school","standard","completed","77","64","69"
"male","group D","high school","standard","none","46","43","40"
"male","group C","master's degree","standard","none","72","56","56"
"male","group B","bachelor's degree","free/reduced","none","70","75","64"
"male","group A","associate's degree","free/reduced","completed","49","43","48"
"male","group B","some high school","free/reduced","none","30","38","30"
"male","group C","some college","standard","none","76","67","67"
"male","group D","some college","free/reduced","completed","75","73","71"
"male","group B","some high school","standard","completed","61","61","64"
"male","group A","some college","standard","none","72","68","64"
"female","group A","high school","standard","completed","82","88","89"
"female","group E","some college","standard","none","74","78","79"
"male","group D","some college","standard","none","72","64","63"
"female","group E","some high school","standard","none","55","62","57"
"female","group E","associate's degree","standard","completed","80","89","89"
"female","group A","some college","free/reduced","none","44","55","56"
"female","group D","some college","standard","completed","52","72","73"
"female","group C","associate's degree","standard","completed","80","87","96"
"male","group B","bachelor's degree","free/reduced","none","53","58","55"
"female","group D","high school","standard","none","59","75","69"
"female","group D","some college","free/reduced","completed","30","38","46"
"male","group C","some college","standard","completed","84","78","79"
"male","group B","some college","standard","none","61","56","54"
"male","group A","high school","standard","none","90","71","73"
"male","group D","some college","free/reduced","none","39","35","30"
"female","group B","some high school","standard","none","68","77","75"
"male","group C","master's degree","free/reduced","completed","88","99","97"
"female","group C","bachelor's degree","standard","none","62","79","67"
"male","group B","master's degree","free/reduced","none","33","39","37"
"male","group E","master's degree","free/reduced","none","63","61","59"
"female","group D","bachelor's degree","free/reduced","completed","69","85","85"
"male","group C","some college","free/reduced","completed","53","52","53"
"male","group B","associate's degree","standard","none","67","64","55"
"female","group D","some college","standard","none","49","56","51"
"male","group B","associate's degree","standard","none","80","79","74"
"female","group C","associate's degree","standard","completed","80","87","92"
"female","group A","some high school","standard","none","52","66","57"
"female","group C","associate's degree","standard","none","44","46","52"
"male","group B","master's degree","free/reduced","completed","65","69","67"
"male","group C","high school","standard","none","71","70","65"
"female","group D","associate's degree","free/reduced","completed","71","87","91"
"female","group A","associate's degree","free/reduced","none","63","68","66"
"male","group D","associate's degree","standard","completed","93","96","97"
"male","group D","high school","free/reduced","none","82","78","72"
"male","group C","high school","standard","completed","53","52","42"
"female","group B","bachelor's degree","free/reduced","completed","70","95","98"
"male","group D","some high school","free/reduced","completed","68","72","76"
"male","group B","bachelor's degree","standard","none","82","82","72"
"female","group D","associate's degree","standard","completed","96","100","100"
"female","group C","some high school","free/reduced","none","55","67","62"
"female","group A","associate's degree","standard","none","47","57","60"
"female","group D","some college","standard","none","67","73","70"
"female","group C","some high school","free/reduced","completed","77","90","86"
"male","group E","high school","standard","completed","85","79","81"
"female","group E","some high school","free/reduced","none","71","73","73"
"male","group C","associate's degree","standard","none","70","68","58"
"female","group E","some college","free/reduced","completed","85","93","92"
"female","group B","high school","standard","completed","41","50","52"
"female","group E","bachelor's degree","standard","none","89","82","87"
"female","group E","high school","standard","none","91","92","96"
"female","group C","high school","standard","none","65","71","67"
"female","group C","high school","standard","completed","79","95","100"
"female","group D","some college","standard","none","74","81","84"
"male","group A","some college","standard","none","56","49","49"
"male","group A","some high school","free/reduced","completed","49","53","52"
"male","group B","associate's degree","standard","completed","65","65","62"
"male","group E","some college","standard","completed","65","59","58"
"male","group C","some college","standard","completed","71","72","72"
"female","group C","some college","free/reduced","none","18","34","35"
"female","group E","associate's degree","standard","none","87","87","91"
"male","group D","bachelor's degree","standard","none","90","81","88"
"male","group E","some college","standard","none","82","55","57"
"female","group B","some high school","standard","none","44","64","60"
"female","group D","high school","free/reduced","completed","85","90","93"
"female","group D","some high school","standard","completed","60","67","71"
"male","group E","associate's degree","free/reduced","completed","75","79","75"
"female","group B","some college","standard","none","54","63","63"
"male","group B","bachelor's degree","free/reduced","completed","60","64","64"
"female","group D","associate's degree","standard","none","79","83","84"
"male","group C","bachelor's degree","standard","completed","73","80","82"
"male","group D","bachelor's degree","standard","completed","80","80","81"
"female","group D","master's degree","free/reduced","completed","80","86","93"
"male","group C","some college","free/reduced","completed","41","51","53"
"female","group B","high school","standard","completed","59","57","62"
"male","group C","associate's degree","standard","none","54","66","57"
"male","group D","associate's degree","standard","none","90","75","74"
"male","group C","some high school","free/reduced","none","43","29","29"
"male","group C","some college","free/reduced","none","84","79","72"
"male","group D","associate's degree","free/reduced","completed","67","68","66"
"male","group B","some college","standard","none","71","54","47"
"male","group C","bachelor's degree","standard","none","90","89","83"
"female","group C","master's degree","free/reduced","completed","70","76","78"
"female","group D","high school","standard","none","78","77","76"
"male","group C","associate's degree","standard","none","79","75","74"
"male","group C","some college","standard","none","72","68","65"
"male","group C","some high school","free/reduced","none","66","60","50"
"male","group E","bachelor's degree","standard","none","100","99","95"
"male","group A","some high school","standard","completed","87","84","74"
"female","group B","associate's degree","free/reduced","none","73","90","85"
"female","group C","associate's degree","standard","none","91","99","89"
"male","group D","some college","standard","none","76","77","76"
"male","group C","associate's degree","standard","none","54","60","51"
"male","group E","master's degree","standard","none","97","87","87"
"female","group C","associate's degree","standard","none","85","86","90"
"male","group D","some college","free/reduced","completed","81","83","83"
"female","group C","associate's degree","free/reduced","completed","65","77","84"
"male","group D","high school","standard","none","57","59","55"
"male","group B","associate's degree","free/reduced","completed","65","65","67"
"male","group B","some college","free/reduced","none","70","65","63"
"male","group B","high school","standard","completed","75","86","85"
"female","group C","master's degree","standard","none","68","73","67"
"male","group E","associate's degree","free/reduced","none","49","49","37"
"female","group C","some college","standard","none","73","72","72"
"male","group D","some high school","standard","none","60","58","56"
"female","group A","master's degree","free/reduced","none","57","63","63"
"female","group B","high school","standard","none","63","63","56"
"male","group D","associate's degree","free/reduced","completed","75","72","72"
"female","group D","some college","free/reduced","none","45","66","61"
"male","group D","bachelor's degree","standard","none","90","85","84"
"male","group B","some high school","free/reduced","none","67","73","66"
"male","group B","associate's degree","standard","none","64","61","58"
"male","group C","some college","free/reduced","completed","56","52","50"
"female","group C","some high school","standard","completed","73","89","82"
"male","group E","some college","standard","none","73","67","59"
"male","group C","master's degree","free/reduced","none","58","53","49"
"female","group D","high school","free/reduced","none","37","51","55"
"female","group C","associate's degree","standard","none","55","71","67"
"male","group D","some college","free/reduced","completed","73","74","74"
"female","group D","high school","standard","completed","91","99","100"
"male","group D","bachelor's degree","standard","none","66","52","57"
"male","group D","some high school","standard","none","57","59","60"
"male","group B","some high school","standard","completed","62","68","63"
"male","group A","associate's degree","standard","completed","83","87","82"
"female","group B","high school","free/reduced","completed","63","83","81"
"female","group B","associate's degree","free/reduced","none","38","45","42"
"male","group C","bachelor's degree","standard","completed","78","74","71"
"female","group A","master's degree","standard","completed","92","100","100"
"male","group B","master's degree","standard","completed","65","61","62"
"male","group D","high school","standard","none","68","64","56"
"female","group E","bachelor's degree","free/reduced","none","57","74","72"
"male","group C","bachelor's degree","free/reduced","none","58","61","53"
"female","group D","high school","standard","none","47","46","48"
"female","group E","high school","standard","none","69","81","74"
"female","group B","some high school","free/reduced","none","20","32","34"
"female","group E","some high school","free/reduced","none","75","70","74"
"male","group C","associate's degree","free/reduced","none","36","37","37"
"male","group E","high school","standard","none","78","66","61"
"male","group C","some high school","standard","completed","64","66","68"
"female","group E","bachelor's degree","free/reduced","none","65","72","74"
"male","group C","associate's degree","free/reduced","completed","56","65","61"
"female","group C","some high school","standard","none","57","59","62"
"male","group E","some college","free/reduced","completed","41","42","36"
"female","group D","high school","standard","none","66","75","82"
"female","group C","associate's degree","standard","none","86","97","89"
"female","group E","some college","standard","none","78","73","77"
"male","group D","some college","free/reduced","none","68","73","69"
"female","group C","some high school","standard","completed","67","73","77"
"female","group B","high school","standard","completed","61","80","75"
"female","group E","some high school","standard","none","88","87","89"
"female","group E","master's degree","standard","none","58","60","54"
"male","group C","some college","standard","none","62","60","60"
"male","group D","some college","standard","completed","76","63","70"
"male","group D","some college","standard","none","71","59","56"
"female","group C","associate's degree","standard","none","86","93","85"
"female","group C","some college","standard","none","78","79","85"
"male","group C","master's degree","standard","none","51","55","57"
"female","group D","associate's degree","standard","none","48","49","59"
"male","group C","some college","standard","none","65","54","50"
"male","group C","some college","free/reduced","none","60","62","59"
"female","group C","high school","free/reduced","none","33","41","42"
"male","group B","associate's degree","standard","none","72","72","72"
"female","group D","some high school","standard","completed","78","73","76"
"female","group B","some college","standard","completed","79","88","98"
"female","group C","associate's degree","free/reduced","completed","72","83","81"
"female","group C","some high school","free/reduced","none","61","81","73"
"male","group B","some high school","standard","none","71","73","64"
"male","group C","associate's degree","standard","none","91","89","82"
"female","group D","associate's degree","standard","none","69","68","73"
"female","group E","associate's degree","free/reduced","none","73","70","69"
"male","group A","some college","free/reduced","none","63","52","58"
"male","group B","bachelor's degree","standard","none","89","84","81"
"female","group B","some high school","standard","completed","71","89","91"
"female","group D","high school","standard","completed","82","91","95"
"female","group D","some college","free/reduced","none","38","55","54"
"male","group D","some high school","free/reduced","completed","43","52","50"
"male","group C","high school","standard","none","89","86","84"
"male","group B","some high school","free/reduced","none","57","43","38"
"male","group E","some college","standard","none","81","53","51"
"female","group D","associate's degree","standard","none","86","96","92"
"female","group C","high school","standard","none","70","70","72"
"female","group C","bachelor's degree","free/reduced","none","60","71","66"
"male","group D","associate's degree","free/reduced","completed","75","79","80"
"male","group D","associate's degree","standard","none","79","71","73"
"female","group D","some college","standard","none","72","83","79"
"female","group D","associate's degree","free/reduced","none","71","81","85"
"male","group B","high school","standard","completed","73","68","70"
"female","group A","associate's degree","free/reduced","none","73","87","88"
"male","group B","high school","standard","none","63","50","46"
"male","group B","associate's degree","standard","completed","77","85","78"
"female","group C","high school","free/reduced","none","41","46","49"
"female","group C","bachelor's degree","standard","none","76","69","72"
"female","group C","high school","free/reduced","none","32","53","47"
"female","group B","bachelor's degree","free/reduced","completed","50","60","66"
"female","group B","associate's degree","standard","none","42","47","48"
"female","group D","some high school","free/reduced","none","34","56","54"
"male","group C","some college","free/reduced","none","70","68","63"
"male","group C","associate's degree","standard","none","74","61","59"
"male","group A","some college","standard","none","72","64","58"
"female","group C","bachelor's degree","standard","none","77","94","88"
"male","group D","associate's degree","standard","completed","69","56","59"
"female","group E","some college","standard","completed","81","77","79"
"female","group D","master's degree","standard","none","91","98","100"
"female","group A","high school","free/reduced","none","55","63","57"
"male","group C","associate's degree","free/reduced","none","57","55","49"
"male","group B","associate's degree","standard","none","87","81","76"
"male","group E","some college","standard","none","99","90","84"
"male","group C","some high school","standard","completed","58","46","50"
"male","group E","some college","standard","completed","90","82","77"
"male","group D","some high school","standard","none","86","83","80"
"female","group A","some college","standard","completed","72","89","89"
"male","group C","high school","free/reduced","none","58","63","62"
"female","group D","some college","free/reduced","completed","54","65","67"
"female","group C","some college","free/reduced","completed","55","59","68"
"male","group D","associate's degree","free/reduced","none","73","70","70"
"female","group D","associate's degree","standard","none","66","70","81"
"male","group C","associate's degree","standard","none","47","47","39"
"male","group C","associate's degree","free/reduced","none","47","51","49"
"male","group C","some high school","standard","none","90","87","83"
"female","group B","some high school","standard","none","75","88","88"
"male","group A","bachelor's degree","standard","completed","80","76","71"
"male","group C","associate's degree","free/reduced","completed","78","87","84"
"female","group D","some college","free/reduced","completed","59","80","81"
"male","group B","bachelor's degree","free/reduced","none","68","50","47"
"female","group B","some college","standard","completed","74","83","93"
"female","group D","bachelor's degree","free/reduced","none","49","65","63"
"male","group D","high school","standard","completed","94","90","93"
"male","group D","some high school","standard","completed","72","77","79"
"female","group B","some college","standard","none","61","76","71"
"male","group D","some college","standard","completed","65","62","67"
"female","group C","some college","standard","completed","67","78","83"
"female","group C","associate's degree","standard","completed","85","97","100"
"female","group C","some college","standard","none","66","78","72"
"female","group B","associate's degree","free/reduced","none","61","74","77"
"female","group E","some college","free/reduced","none","85","94","84"
"female","group C","some college","standard","completed","55","58","66"
"female","group D","associate's degree","free/reduced","none","69","80","71"
"female","group D","some high school","free/reduced","none","29","49","46"
"male","group D","master's degree","free/reduced","none","65","55","55"
"male","group E","high school","standard","none","63","58","53"
"male","group C","high school","standard","completed","72","80","72"
"female","group D","bachelor's degree","standard","completed","55","56","57"
"male","group C","high school","standard","none","83","79","75"
"male","group B","some college","standard","completed","77","78","78"
"female","group C","bachelor's degree","standard","none","56","67","65"
"male","group C","some high school","standard","none","60","52","44"
"female","group E","high school","free/reduced","completed","75","84","85"
"male","group D","some high school","standard","none","67","64","64"
"male","group C","high school","standard","none","49","56","52"
"male","group E","some college","standard","completed","93","94","91"
"female","group D","high school","free/reduced","none","71","76","72"
"male","group B","high school","standard","completed","69","61","58"
"female","group B","high school","free/reduced","none","58","70","67"
"male","group A","associate's degree","standard","none","69","70","62"
"female","group C","master's degree","standard","none","51","58","52"
"female","group D","some college","free/reduced","none","46","55","58"
"female","group D","some college","standard","none","69","83","85"
"male","group E","master's degree","standard","completed","69","53","52"
"male","group D","some high school","free/reduced","none","63","71","64"
"female","group C","some college","standard","none","69","79","79"
"female","group E","some college","standard","completed","75","82","81"
"male","group D","some college","free/reduced","completed","54","54","50"
"male","group C","some college","free/reduced","completed","55","68","66"
"male","group B","bachelor's degree","free/reduced","none","72","66","65"
"male","group E","some college","standard","none","77","68","58"
"male","group C","master's degree","standard","none","92","81","85"
"male","group D","associate's degree","standard","none","66","58","68"
"female","group B","some college","standard","none","74","83","82"
"male","group D","associate's degree","free/reduced","none","67","69","67"
"male","group A","master's degree","standard","completed","90","87","84"
"female","group C","some high school","standard","none","34","52","49"
"female","group A","high school","standard","none","74","73","67"
"female","group B","some high school","standard","completed","42","56","49"
