"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group D","bachelor's degree","free/reduced","none","63","78","78"
"male","group B","associate's degree","free/reduced","completed","81","79","85"
"female","group B","high school","standard","none","75","94","87"
"male","group E","bachelor's degree","free/reduced","none","78","72","66"
"female","group C","some high school","standard","completed","73","76","76"
"male","group B","bachelor's degree","standard","completed","81","76","75"
"female","group C","associate's degree","standard","completed","61","76","76"
"male","group B","associate's degree","standard","none","49","48","44"
"male","group D","bachelor's degree","free/reduced","none","88","93","91"
"female","group B","high school","free/reduced","completed","73","90","86"
"female","group E","associate's degree","standard","completed","59","68","69"
"female","group E","high school","standard","none","82","80","81"
"female","group E","some college","standard","none","94","94","94"
"female","group D","some college","standard","completed","61","73","75"
"male","group C","bachelor's degree","standard","none","75","70","69"
"female","group A","some high school","free/reduced","none","52","66","59"
"male","group B","associate's degree","standard","none","76","74","74"
"male","group C","high school","free/reduced","none","63","60","62"
"male","group D","associate's degree","standard","completed","90","90","92"
"male","group C","some college","standard","completed","98","93","90"
"female","group C","bachelor's degree","free/reduced","none","38","59","58"
"female","group D","some college","standard","none","76","80","75"
"male","group A","some high school","standard","none","70","67","62"
"female","group D","high school","standard","none","66","75","79"
"female","group E","high school","free/reduced","none","45","59","53"
"male","group C","high school","standard","completed","75","72","66"
"female","group E","some college","standard","none","69","80","73"
"male","group D","master's degree","standard","none","99","100","94"
"male","group C","high school","free/reduced","completed","45","45","49"
"male","group B","high school","free/reduced","none","46","41","40"
"female","group D","high school","standard","completed","67","66","76"
"male","group C","some high school","standard","completed","81","74","77"
"male","group C","some high school","standard","none","62","60","51"
"male","group C","bachelor's degree","standard","completed","90","92","91"
"male","group D","master's degree","standard","completed","82","77","84"
"female","group B","associate's degree","free/reduced","completed","71","85","81"
"male","group D","some college","standard","none","79","68","71"
"male","group C","some high school","free/reduced","completed","80","78","69"
"female","group D","high school","standard","none","75","78","79"
"male","group B","high school","standard","none","61","61","51"
"female","group C","some high school","free/reduced","none","41","63","55"
"female","group C","high school","standard","none","57","61","56"
"female","group C","some high school","standard","none","50","56","60"
"male","group D","high school","free/reduced","none","67","67","66"
"male","group D","high school","standard","completed","73","77","77"
"female","group D","some high school","standard","none","72","68","71"
"male","group D","some college","standard","none","71","66","67"
"female","group D","high school","free/reduced","completed","82","95","97"
"female","group D","some high school","standard","none","77","84","82"
"male","group E","associate's degree","free/reduced","none","91","86","77"
"female","group B","master's degree","standard","completed","58","72","75"
"female","group B","some high school","standard","none","60","76","77"
"male","group E","high school","free/reduced","none","51","52","48"
"male","group C","associate's degree","standard","none","77","66","70"
"male","group B","some college","standard","completed","64","53","58"
"male","group B","some high school","free/reduced","none","56","47","45"
"female","group A","high school","free/reduced","completed","64","87","82"
"female","group B","associate's degree","standard","none","77","88","83"
"female","group D","some college","free/reduced","none","77","80","77"
"male","group E","some college","standard","none","95","82","81"
"male","group E","some high school","standard","none","100","76","75"
"female","group E","high school","standard","completed","65","71","76"
"male","group D","associate's degree","standard","none","72","66","64"
"male","group E","high school","standard","completed","80","69","70"
"male","group D","associate's degree","standard","none","78","70","69"
"female","group C","high school","free/reduced","completed","47","65","59"
"female","group B","some high school","standard","completed","56","79","74"
"male","group E","some college","standard","none","97","88","87"
"female","group B","high school","free/reduced","none","74","82","78"
"female","group A","some high school","standard","completed","67","81","83"
"female","group E","high school","free/reduced","none","40","50","46"
"male","group D","bachelor's degree","standard","completed","76","80","85"
"male","group D","some college","standard","none","58","61","57"
"male","group B","some high school","standard","none","45","41","43"
"female","group C","some college","free/reduced","completed","50","72","66"
"female","group C","associate's degree","standard","none","57","63","61"
"female","group A","some high school","standard","none","58","66","63"
"male","group C","associate's degree","standard","none","37","41","38"
"male","group E","associate's degree","free/reduced","none","82","79","72"
"female","group B","master's degree","free/reduced","none","82","91","90"
"female","group D","associate's degree","standard","completed","93","98","100"
"male","group C","associate's degree","free/reduced","none","48","48","48"
"male","group C","associate's degree","free/reduced","completed","82","70","72"
"male","group D","some high school","standard","completed","92","92","93"
"male","group D","some college","standard","none","62","51","55"
"female","group D","associate's degree","standard","completed","80","84","98"
"male","group E","some high school","standard","none","84","80","72"
"male","group D","associate's degree","standard","none","83","77","77"
"female","group C","high school","standard","none","72","81","74"
"male","group B","associate's degree","standard","none","63","55","57"
"female","group C","associate's degree","standard","none","88","97","93"
"male","group C","some college","standard","none","73","65","63"
"male","group C","some high school","standard","completed","93","92","92"
"female","group C","high school","standard","completed","81","99","95"
"male","group E","bachelor's degree","standard","none","82","84","79"
"female","group C","associate's degree","standard","none","58","64","68"
"male","group D","high school","standard","none","62","51","57"
"female","group B","associate's degree","free/reduced","none","51","69","70"
"male","group D","bachelor's degree","free/reduced","completed","72","69","73"
"male","group C","bachelor's degree","free/reduced","completed","96","96","95"
"male","group C","some high school","standard","completed","82","71","77"
"male","group E","master's degree","standard","completed","100","99","99"
"male","group B","bachelor's degree","standard","none","63","66","63"
"female","group B","some college","free/reduced","none","49","57","64"
"male","group E","associate's degree","standard","none","93","80","76"
"male","group E","associate's degree","free/reduced","none","61","50","47"
"male","group B","some college","standard","none","51","51","52"
"female","group B","associate's degree","free/reduced","none","69","78","74"
"female","group C","associate's degree","standard","none","70","88","92"
"male","group C","some college","standard","none","82","76","66"
"male","group D","some college","standard","none","65","61","60"
"female","group B","high school","standard","completed","87","95","91"
"female","group E","associate's degree","standard","none","73","67","62"
"female","group A","high school","free/reduced","none","58","70","70"
"male","group C","some college","standard","none","60","68","65"
"male","group B","some college","free/reduced","none","64","74","60"
"female","group B","high school","free/reduced","none","52","61","57"
"female","group C","bachelor's degree","standard","none","71","77","71"
"male","group C","high school","standard","none","84","83","77"
"male","group C","some college","standard","none","90","80","76"
"male","group B","high school","standard","completed","64","63","64"
"male","group B","some high school","free/reduced","none","54","58","53"
"female","group C","some college","standard","completed","52","59","65"
"female","group B","some high school","free/reduced","none","59","73","69"
"female","group C","some college","standard","none","65","68","65"
"male","group D","associate's degree","standard","none","62","62","60"
"female","group E","some high school","free/reduced","none","43","56","53"
"male","group D","high school","standard","none","67","58","56"
"male","group B","bachelor's degree","standard","none","46","49","44"
"male","group D","associate's degree","standard","completed","80","71","72"
"male","group D","some college","standard","completed","63","69","68"
"male","group D","high school","free/reduced","completed","88","80","82"
"female","group E","some high school","free/reduced","completed","46","64","52"
"female","group B","some college","free/reduced","completed","72","97","92"
"male","group D","some high school","free/reduced","none","53","56","51"
"male","group D","some college","standard","none","50","47","48"
"male","group D","some high school","free/reduced","none","80","81","77"
"female","group E","some college","standard","none","66","83","75"
"male","group A","bachelor's degree","standard","none","58","59","55"
"male","group E","some high school","standard","none","80","86","75"
"female","group E","some high school","standard","none","65","68","70"
"female","group E","bachelor's degree","free/reduced","none","65","82","73"
"female","group D","master's degree","free/reduced","none","83","90","97"
"female","group E","master's degree","standard","completed","100","95","100"
"male","group D","bachelor's degree","free/reduced","completed","84","82","74"
"male","group D","high school","standard","none","61","61","63"
"female","group E","some high school","standard","none","64","67","67"
"male","group C","associate's degree","standard","completed","73","69","70"
"male","group C","some high school","standard","completed","48","47","42"
"female","group E","bachelor's degree","free/reduced","none","79","79","83"
"male","group C","associate's degree","free/reduced","none","48","52","47"
"female","group C","high school","free/reduced","none","37","47","42"
"male","group E","bachelor's degree","standard","none","63","58","53"
"male","group B","high school","standard","completed","79","80","78"
"male","group D","master's degree","free/reduced","none","56","58","59"
"male","group C","associate's degree","free/reduced","none","59","61","55"
"male","group A","associate's degree","standard","completed","55","67","58"
"female","group B","some college","standard","completed","41","67","59"
"male","group C","some high school","standard","completed","48","44","44"
"male","group B","high school","free/reduced","completed","61","58","57"
"male","group C","some college","standard","none","88","84","86"
"male","group D","associate's degree","standard","completed","100","98","94"
"female","group D","some high school","free/reduced","none","59","77","75"
"male","group B","associate's degree","free/reduced","none","32","41","36"
"male","group D","high school","standard","none","63","69","63"
"female","group A","bachelor's degree","standard","none","71","76","74"
"male","group E","bachelor's degree","free/reduced","completed","71","63","60"
"male","group C","bachelor's degree","standard","none","65","62","66"
"male","group A","some college","standard","none","70","51","52"
"female","group B","bachelor's degree","standard","completed","72","82","80"
"male","group D","some college","standard","none","76","64","64"
"female","group E","high school","free/reduced","completed","64","67","67"
"male","group C","some high school","standard","none","69","59","58"
"female","group D","bachelor's degree","standard","none","78","80","83"
"male","group C","high school","standard","none","75","79","80"
"male","group A","high school","standard","none","81","73","70"
"male","group D","master's degree","free/reduced","completed","71","70","81"
"female","group B","associate's degree","standard","none","67","79","77"
"male","group D","some college","free/reduced","none","64","54","58"
"female","group C","associate's degree","free/reduced","none","64","61","61"
"male","group D","some college","standard","none","69","62","59"
"male","group C","bachelor's degree","standard","none","93","91","88"
"male","group B","bachelor's degree","free/reduced","none","76","76","69"
"female","group D","some high school","standard","none","63","77","78"
"male","group D","some high school","standard","none","70","66","63"
"male","group C","associate's degree","free/reduced","none","53","55","52"
"male","group C","high school","standard","none","89","90","80"
"male","group D","bachelor's degree","standard","completed","90","86","84"
"female","group E","associate's degree","free/reduced","none","66","64","67"
"female","group E","high school","standard","none","66","71","60"
"male","group E","some college","free/reduced","none","69","53","49"
"female","group C","high school","standard","none","44","49","50"
"female","group E","high school","standard","none","70","71","64"
"male","group E","associate's degree","standard","none","91","69","66"
"female","group D","bachelor's degree","standard","completed","63","72","76"
"male","group B","associate's degree","standard","none","54","53","47"
"female","group B","some high school","standard","none","55","68","60"
"male","group C","some high school","standard","completed","66","66","67"
"female","group D","high school","free/reduced","none","60","85","82"
"female","group D","associate's degree","free/reduced","none","52","55","62"
"female","group C","bachelor's degree","standard","none","78","89","86"
"male","group C","some high school","free/reduced","completed","66","77","75"
"male","group D","associate's degree","standard","none","75","65","62"
"female","group C","some high school","free/reduced","completed","76","81","81"
"male","group D","high school","free/reduced","none","62","57","48"
"male","group E","some high school","free/reduced","none","46","47","44"
"female","group C","bachelor's degree","free/reduced","completed","43","61","61"
"male","group E","some high school","standard","completed","87","75","76"
"male","group E","high school","standard","none","93","80","77"
"male","group C","some high school","standard","none","64","63","59"
"female","group B","high school","standard","completed","59","56","57"
"female","group E","some high school","standard","completed","95","97","99"
"male","group B","associate's degree","standard","none","35","36","33"
"female","group A","some high school","standard","none","56","59","54"
"female","group D","some college","standard","none","68","81","75"
"female","group C","some high school","standard","none","59","67","70"
"female","group B","some college","standard","completed","69","73","79"
"male","group C","some college","standard","completed","42","41","41"
"female","group C","high school","standard","none","55","75","70"
"male","group C","associate's degree","standard","none","75","68","68"
"female","group A","associate's degree","standard","completed","63","72","72"
"male","group B","high school","standard","completed","65","50","56"
"female","group E","bachelor's degree","free/reduced","none","48","60","65"
"female","group B","some college","free/reduced","none","65","68","69"
"male","group C","some high school","free/reduced","completed","61","70","63"
"male","group D","master's degree","free/reduced","none","71","75","69"
"male","group C","bachelor's degree","free/reduced","none","46","57","50"
"female","group C","associate's degree","standard","completed","77","81","84"
"male","group E","some high school","standard","none","94","81","80"
"male","group A","associate's degree","standard","completed","87","77","79"
"male","group D","some college","standard","completed","75","66","67"
"male","group C","some college","free/reduced","none","67","73","64"
"male","group C","associate's degree","standard","none","77","74","78"
"female","group B","some college","standard","none","66","67","68"
"male","group C","some high school","standard","none","48","40","32"
"male","group B","some high school","standard","none","80","86","81"
"male","group B","associate's degree","standard","none","68","60","59"
"female","group D","some college","free/reduced","completed","67","70","79"
"female","group D","high school","standard","completed","61","70","70"
"male","group B","some college","standard","completed","59","57","54"
"male","group E","high school","standard","none","81","74","68"
"male","group C","some college","free/reduced","none","43","46","44"
"male","group D","associate's degree","standard","completed","59","65","69"
"female","group C","high school","standard","none","57","65","68"
"male","group A","associate's degree","standard","completed","81","78","84"
"female","group C","some high school","standard","none","83","92","87"
"female","group C","bachelor's degree","standard","none","67","72","71"
"male","group E","some college","free/reduced","none","84","86","82"
"female","group B","associate's degree","free/reduced","none","46","57","54"
"female","group E","associate's degree","free/reduced","completed","56","80","74"
"male","group E","high school","free/reduced","completed","64","64","65"
"female","group B","high school","standard","none","55","61","57"
"female","group C","some high school","free/reduced","none","55","57","55"
"male","group E","some college","standard","none","76","59","57"
"female","group C","some college","standard","none","79","78","78"
"male","group D","high school","standard","none","31","32","31"
"male","group E","bachelor's degree","standard","completed","83","74","76"
"male","group C","associate's degree","standard","none","85","73","73"
"male","group D","associate's degree","standard","none","66","61","51"
"female","group C","associate's degree","free/reduced","none","71","75","80"
"male","group D","some high school","standard","none","42","38","32"
"male","group D","bachelor's degree","free/reduced","completed","64","59","64"
"male","group C","some high school","standard","none","81","64","61"
"male","group B","high school","standard","none","74","65","63"
"male","group A","some high school","standard","none","67","65","59"
"female","group D","bachelor's degree","standard","completed","61","73","85"
"female","group C","master's degree","standard","completed","50","75","77"
"female","group B","high school","free/reduced","none","41","61","61"
"female","group C","some college","standard","none","84","97","92"
"female","group C","bachelor's degree","standard","none","77","79","84"
"female","group B","some college","standard","completed","72","74","75"
"male","group D","high school","standard","none","66","59","63"
"male","group B","master's degree","standard","none","85","78","77"
"female","group E","master's degree","free/reduced","none","63","58","59"
"male","group D","high school","free/reduced","completed","65","71","66"
"male","group C","some college","standard","none","92","85","83"
"female","group B","some college","standard","none","53","53","61"
"male","group C","high school","standard","none","78","74","65"
"male","group C","high school","free/reduced","none","47","40","42"
"male","group A","bachelor's degree","standard","completed","91","87","93"
"female","group A","high school","standard","none","51","65","62"
"male","group E","high school","free/reduced","none","60","58","51"
"male","group C","some high school","free/reduced","none","20","20","13"
"male","group A","associate's degree","standard","none","61","62","59"
"female","group C","associate's degree","standard","none","71","85","87"
"male","group D","some college","free/reduced","none","62","48","53"
"male","group B","bachelor's degree","free/reduced","completed","68","73","64"
"female","group C","some college","standard","none","67","66","62"
"female","group E","some high school","free/reduced","none","61","65","63"
"female","group C","some high school","standard","completed","79","95","97"
"male","group E","some college","standard","none","71","60","60"
"male","group E","some college","standard","completed","73","77","74"
"male","group E","high school","standard","none","71","73","72"
"female","group B","bachelor's degree","standard","none","77","89","90"
"female","group E","bachelor's degree","standard","completed","100","98","100"
"female","group B","associate's degree","standard","none","94","100","97"
"male","group D","some college","free/reduced","completed","82","81","77"
"male","group C","some college","standard","none","74","64","66"
"male","group C","some college","standard","none","72","59","61"
"female","group A","high school","free/reduced","completed","58","69","70"
"female","group C","high school","standard","none","56","69","63"
"male","group C","some high school","standard","none","59","58","50"
"female","group C","some college","standard","none","42","41","48"
"male","group B","master's degree","free/reduced","completed","83","83","82"
"male","group B","some college","free/reduced","none","62","63","66"
"female","group C","high school","free/reduced","none","42","52","50"
"female","group B","some high school","free/reduced","none","23","36","35"
"female","group D","associate's degree","free/reduced","none","62","63","67"
"female","group E","some college","standard","none","71","64","64"
"male","group A","some high school","standard","none","78","74","71"
"male","group D","some high school","standard","completed","73","71","74"
"female","group B","high school","free/reduced","none","34","46","46"
"female","group C","associate's degree","standard","completed","71","73","77"
"male","group D","some college","standard","none","52","44","50"
"male","group E","high school","standard","none","68","62","60"
"female","group C","associate's degree","free/reduced","completed","54","67","70"
"female","group D","some high school","free/reduced","none","79","87","83"
"female","group C","some high school","free/reduced","completed","77","96","94"
"male","group D","associate's degree","standard","none","93","81","77"
"male","group E","bachelor's degree","standard","completed","86","81","81"
"male","group B","master's degree","free/reduced","completed","59","65","64"
"male","group B","some college","standard","completed","71","72","72"
"male","group D","high school","standard","none","85","82","78"
"male","group C","associate's degree","standard","none","63","60","57"
"female","group C","high school","free/reduced","completed","53","66","67"
"male","group B","some high school","standard","completed","65","64","67"
"male","group A","high school","standard","none","92","79","81"
"female","group C","some college","standard","completed","89","100","98"
"female","group E","some high school","standard","completed","78","78","83"
"female","group D","bachelor's degree","free/reduced","completed","83","98","100"
"female","group C","some college","standard","completed","71","82","83"
"female","group B","some college","standard","none","55","55","56"
"male","group E","some college","standard","none","67","64","58"
"male","group C","some high school","free/reduced","none","74","71","67"
"male","group D","high school","standard","completed","80","74","70"
"female","group D","master's degree","free/reduced","none","63","81","75"
"male","group A","bachelor's degree","standard","completed","66","66","68"
"female","group C","bachelor's degree","standard","none","83","93","99"
"female","group D","some college","standard","none","71","75","80"
"female","group C","associate's degree","free/reduced","completed","40","54","56"
"male","group B","master's degree","free/reduced","none","51","53","49"
"female","group B","some high school","standard","none","58","55","57"
"female","group C","associate's degree","standard","none","82","92","90"
"female","group B","some high school","standard","none","76","83","86"
"female","group C","associate's degree","standard","none","64","58","65"
"female","group A","associate's degree","standard","completed","70","86","91"
"female","group C","some high school","standard","none","53","55","61"
"female","group C","associate's degree","free/reduced","none","61","65","68"
"female","group B","bachelor's degree","free/reduced","none","65","77","78"
"female","group B","bachelor's degree","standard","none","76","87","86"
"female","group D","some high school","standard","completed","59","65","69"
"female","group C","bachelor's degree","free/reduced","none","70","87","84"
"male","group C","bachelor's degree","standard","none","90","81","77"
"female","group D","master's degree","free/reduced","completed","64","73","86"
"female","group C","some high school","standard","none","41","58","61"
"female","group C","high school","standard","completed","61","60","69"
"male","group B","some high school","standard","none","55","55","48"
"male","group C","some college","standard","none","75","66","66"
"female","group B","high school","standard","none","56","73","66"
"female","group C","some college","standard","none","54","65","72"
"male","group D","high school","standard","none","57","48","44"
"male","group A","high school","standard","none","87","79","77"
"male","group E","master's degree","standard","none","100","92","84"
"female","group B","high school","standard","none","41","65","55"
"female","group C","bachelor's degree","standard","none","88","85","90"
"male","group E","some high school","standard","none","91","79","77"
"female","group B","some high school","free/reduced","none","27","40","36"
"male","group A","some college","standard","none","59","58","57"
"male","group C","associate's degree","standard","completed","67","76","73"
"male","group E","associate's degree","free/reduced","completed","45","48","45"
"male","group D","some high school","standard","none","76","68","68"
"male","group B","associate's degree","free/reduced","none","62","55","59"
"male","group B","high school","standard","completed","63","65","61"
"male","group B","some college","free/reduced","completed","48","43","46"
"female","group C","master's degree","free/reduced","none","52","70","65"
"female","group C","some college","standard","none","74","86","86"
"male","group E","some high school","free/reduced","none","64","55","52"
"male","group B","some high school","standard","completed","74","69","66"
"female","group C","bachelor's degree","standard","none","62","72","69"
"male","group B","master's degree","standard","completed","79","73","77"
"male","group C","master's degree","standard","none","74","76","69"
"male","group D","some college","standard","none","88","86","83"
"female","group B","some college","free/reduced","completed","67","80","83"
"male","group A","high school","free/reduced","completed","82","85","84"
"female","group D","bachelor's degree","standard","none","50","72","76"
"male","group C","associate's degree","standard","none","83","80","78"
"male","group D","some high school","standard","completed","85","79","76"
"female","group B","bachelor's degree","standard","completed","67","68","72"
"female","group C","associate's degree","free/reduced","none","65","79","80"
"female","group D","master's degree","standard","none","93","100","100"
"male","group B","some high school","standard","none","59","53","47"
"male","group D","high school","standard","none","41","34","31"
"male","group B","bachelor's degree","free/reduced","none","54","54","58"
"female","group D","high school","free/reduced","completed","51","63","60"
"male","group C","some college","free/reduced","none","43","47","45"
"female","group B","associate's degree","standard","none","74","80","75"
"female","group E","bachelor's degree","free/reduced","none","62","73","70"
"female","group E","associate's degree","standard","none","80","83","83"
"male","group B","master's degree","standard","none","78","79","74"
"male","group C","associate's degree","free/reduced","none","59","63","64"
"male","group C","some college","standard","completed","82","80","81"
"male","group C","associate's degree","free/reduced","completed","70","73","75"
"female","group B","high school","standard","completed","68","70","75"
"female","group C","bachelor's degree","standard","none","57","69","68"
"female","group E","associate's degree","standard","completed","84","100","100"
"male","group D","bachelor's degree","standard","none","72","61","64"
"female","group C","high school","standard","completed","49","45","51"
"female","group C","some college","standard","none","69","76","74"
"male","group D","some college","standard","none","51","46","43"
"male","group D","some high school","free/reduced","none","52","62","55"
"male","group B","high school","standard","none","74","70","60"
"male","group B","bachelor's degree","standard","none","66","68","63"
"female","group D","bachelor's degree","free/reduced","completed","50","66","74"
"female","group B","some college","standard","none","58","67","65"
"male","group D","associate's degree","standard","none","61","42","51"
"female","group D","some high school","standard","none","69","65","66"
"male","group C","associate's degree","standard","completed","79","82","85"
"male","group B","some high school","standard","none","64","64","63"
"male","group D","some college","free/reduced","completed","63","62","63"
"female","group D","some college","standard","none","92","94","93"
"male","group D","some high school","standard","none","60","66","63"
"male","group B","some college","standard","none","58","46","45"
"female","group C","some college","standard","completed","67","85","84"
"female","group E","bachelor's degree","standard","completed","81","78","88"
"male","group B","high school","standard","none","79","61","58"
"male","group D","associate's degree","standard","completed","81","73","74"
"male","group C","associate's degree","free/reduced","completed","54","46","46"
"male","group D","some high school","standard","none","74","68","65"
"female","group A","associate's degree","standard","none","83","95","89"
"male","group B","master's degree","free/reduced","none","57","61","54"
"male","group B","some college","standard","completed","100","100","100"
"female","group D","some college","standard","none","60","60","63"
"male","group D","some college","standard","none","66","55","54"
"male","group C","some high school","free/reduced","none","40","43","38"
"male","group E","associate's degree","standard","none","68","56","57"
"male","group B","associate's degree","standard","completed","85","87","81"
"male","group C","high school","standard","none","39","43","45"
"male","group C","master's degree","standard","none","95","100","93"
"female","group D","some college","standard","completed","91","100","100"
"male","group D","bachelor's degree","standard","none","80","76","75"
"male","group D","high school","standard","none","65","64","57"
"male","group D","associate's degree","standard","none","84","74","71"
"male","group D","master's degree","standard","completed","80","84","85"
"male","group E","master's degree","standard","none","80","69","64"
"female","group E","associate's degree","standard","completed","91","94","100"
"female","group C","high school","standard","none","85","95","88"
"female","group B","some college","standard","none","72","81","85"
"male","group B","high school","free/reduced","completed","37","52","50"
"female","group C","some high school","free/reduced","completed","57","70","73"
"male","group E","associate's degree","free/reduced","completed","67","55","53"
"male","group E","associate's degree","standard","completed","100","94","100"
"male","group E","high school","free/reduced","none","54","51","44"
"male","group A","some college","free/reduced","completed","72","69","67"
"male","group B","some high school","standard","none","60","53","47"
"male","group C","associate's degree","free/reduced","none","81","71","68"
"male","group B","some high school","free/reduced","completed","45","54","51"
"male","group B","bachelor's degree","standard","none","59","53","55"
"male","group D","associate's degree","standard","none","53","51","49"
"female","group A","high school","standard","none","36","60","49"
"male","group C","associate's degree","standard","completed","53","52","50"
"female","group D","bachelor's degree","free/reduced","completed","74","82","93"
"male","group C","high school","standard","completed","89","87","77"
"male","group C","master's degree","standard","none","63","70","70"
"male","group C","associate's degree","standard","completed","58","56","51"
"female","group D","some high school","standard","none","41","37","42"
"female","group A","associate's degree","standard","completed","81","76","84"
"female","group C","associate's degree","standard","none","77","76","77"
"female","group C","some college","free/reduced","completed","36","46","55"
"male","group B","some high school","free/reduced","completed","66","61","60"
"female","group D","some college","free/reduced","completed","79","81","89"
"female","group C","some high school","free/reduced","none","57","65","63"
"male","group D","associate's degree","standard","completed","91","78","86"
"male","group C","associate's degree","standard","completed","79","79","74"
"male","group D","high school","standard","none","87","68","76"
"male","group B","bachelor's degree","standard","completed","65","72","76"
"male","group E","associate's degree","free/reduced","none","75","80","74"
"male","group B","master's degree","free/reduced","completed","33","44","47"
"female","group D","some college","standard","none","70","76","72"
"female","group E","some college","standard","none","81","75","74"
"female","group B","master's degree","free/reduced","none","58","63","64"
"female","group C","associate's degree","free/reduced","none","44","46","52"
"female","group E","high school","standard","none","67","67","72"
"male","group E","bachelor's degree","standard","completed","100","88","96"
"female","group D","some high school","standard","none","49","59","57"
"female","group D","associate's degree","standard","completed","74","67","76"
"female","group D","some college","standard","none","59","63","69"
"female","group C","high school","standard","completed","62","73","77"
"male","group D","associate's degree","free/reduced","none","48","49","46"
"female","group E","high school","free/reduced","completed","72","80","84"
"male","group E","associate's degree","standard","none","84","68","72"
"female","group A","bachelor's degree","standard","completed","57","77","74"
"male","group B","bachelor's degree","standard","none","69","69","66"
"male","group A","some college","standard","completed","66","68","70"
"male","group D","bachelor's degree","standard","none","49","46","50"
"female","group A","associate's degree","free/reduced","none","39","51","57"
"male","group A","associate's degree","free/reduced","completed","69","70","65"
"male","group D","high school","standard","none","78","68","69"
"male","group D","some high school","free/reduced","none","53","47","50"
"female","group B","associate's degree","free/reduced","none","31","38","34"
"female","group E","some college","free/reduced","none","58","68","57"
"female","group B","some high school","free/reduced","none","34","57","52"
"female","group C","high school","standard","completed","61","66","72"
"male","group B","high school","standard","none","54","60","53"
"male","group B","bachelor's degree","standard","completed","81","85","84"
"male","group D","high school","free/reduced","completed","67","77","70"
"male","group C","some college","free/reduced","none","80","77","76"
