"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group E","some college","standard","none","81","79","83"
"female","group C","some college","standard","none","62","72","65"
"male","group B","associate's degree","free/reduced","completed","60","57","58"
"female","group A","some college","standard","none","52","54","55"
"male","group D","some high school","standard","none","50","47","42"
"male","group C","some college","free/reduced","none","51","45","44"
"female","group B","master's degree","standard","none","71","86","81"
"male","group C","some college","standard","completed","94","82","80"
"male","group C","some college","standard","none","54","48","46"
"male","group D","bachelor's degree","free/reduced","completed","86","82","88"
"female","group E","associate's degree","standard","none","89","97","86"
"male","group D","associate's degree","standard","none","69","63","65"
"female","group B","some high school","standard","none","71","82","79"
"male","group C","some college","standard","none","82","83","79"
"female","group D","some college","standard","completed","59","65","68"
"male","group D","master's degree","standard","none","89","81","78"
"female","group D","high school","free/reduced","none","59","74","78"
"male","group C","some high school","free/reduced","none","64","58","56"
"male","group A","high school","free/reduced","completed","62","68","60"
"female","group C","high school","standard","none","74","88","83"
"male","group C","associate's degree","free/reduced","none","63","62","60"
"female","group A","some high school","free/reduced","completed","36","52","58"
"male","group C","associate's degree","standard","none","90","83","79"
"male","group B","some high school","free/reduced","completed","57","70","67"
"female","group D","high school","standard","none","73","77","84"
"female","group C","associate's degree","free/reduced","completed","45","52","59"
"female","group C","high school","standard","completed","57","83","85"
"male","group D","some college","standard","completed","70","67","72"
"female","group D","some college","standard","none","70","69","71"
"female","group C","high school","standard","completed","43","57","57"
"male","group E","bachelor's degree","standard","completed","86","84","86"
"male","group E","associate's degree","standard","none","99","98","88"
"male","group A","master's degree","standard","none","81","67","73"
"female","group D","associate's degree","free/reduced","none","75","84","80"
"male","group D","bachelor's degree","free/reduced","none","75","64","70"
"female","group E","high school","free/reduced","completed","83","84","91"
"female","group D","bachelor's degree","standard","none","86","87","91"
"female","group D","some college","standard","none","72","68","74"
"male","group D","associate's degree","standard","completed","81","76","77"
"female","group B","some high school","standard","completed","77","80","83"
"male","group C","high school","standard","completed","70","77","67"
"male","group D","some high school","standard","none","62","56","53"
"female","group D","high school","standard","completed","46","53","59"
"male","group D","some college","standard","none","75","60","66"
"male","group C","associate's degree","standard","none","92","81","76"
"male","group B","associate's degree","standard","none","58","54","52"
"female","group C","some high school","standard","none","73","71","72"
"female","group E","some college","standard","completed","91","85","94"
"male","group E","some high school","standard","none","64","52","54"
"female","group D","associate's degree","standard","completed","85","90","96"
"female","group C","associate's degree","free/reduced","none","28","38","34"
"female","group B","high school","free/reduced","completed","66","74","73"
"female","group E","high school","standard","none","71","82","80"
"female","group E","high school","free/reduced","completed","63","66","71"
"female","group C","some college","standard","none","76","79","81"
"male","group D","some high school","free/reduced","none","61","49","56"
"female","group B","some high school","standard","none","82","76","78"
"female","group D","master's degree","standard","none","75","79","85"
"male","group D","high school","standard","completed","94","97","92"
"female","group E","some college","standard","none","78","82","86"
"female","group E","bachelor's degree","standard","completed","77","91","97"
"male","group E","some college","standard","none","97","81","73"
"female","group C","bachelor's degree","standard","none","62","76","76"
"male","group D","associate's degree","standard","completed","89","92","87"
"female","group C","some high school","standard","none","53","54","56"
"female","group E","high school","free/reduced","none","51","77","69"
"male","group B","associate's degree","standard","completed","54","57","54"
"female","group A","master's degree","free/reduced","none","60","74","69"
"male","group D","some high school","standard","none","88","85","80"
"male","group D","some high school","standard","completed","88","88","87"
"female","group B","some high school","free/reduced","completed","66","84","80"
"male","group C","high school","free/reduced","completed","75","79","81"
"female","group C","some college","standard","completed","94","92","95"
"female","group D","master's degree","standard","none","44","49","50"
"female","group A","some college","standard","none","43","54","53"
"male","group A","high school","free/reduced","completed","45","58","48"
"male","group B","some college","free/reduced","none","65","48","49"
"male","group C","some college","free/reduced","none","46","48","41"
"female","group E","high school","free/reduced","none","53","62","54"
"male","group C","high school","free/reduced","none","66","79","68"
"female","group C","associate's degree","standard","completed","47","58","60"
"male","group C","associate's degree","standard","none","49","42","40"
"female","group A","some high school","standard","none","58","69","64"
"male","group B","master's degree","free/reduced","completed","62","70","71"
"female","group D","some high school","free/reduced","none","39","43","47"
"female","group C","associate's degree","free/reduced","none","31","43","47"
"male","group B","some college","standard","completed","49","44","45"
"male","group B","bachelor's degree","standard","completed","75","68","67"
"male","group B","master's degree","standard","none","70","69","65"
"male","group B","high school","standard","none","88","86","73"
"male","group D","associate's degree","free/reduced","none","85","79","83"
"female","group D","some high school","standard","none","52","71","68"
"female","group E","associate's degree","free/reduced","none","77","76","75"
"female","group D","high school","standard","none","58","54","56"
"male","group B","high school","free/reduced","none","71","78","68"
"male","group B","high school","standard","none","75","77","73"
"male","group C","some college","standard","completed","100","87","93"
"female","group D","associate's degree","free/reduced","none","45","47","54"
"male","group C","associate's degree","standard","none","90","83","85"
"female","group A","high school","free/reduced","completed","47","55","60"
"female","group B","some high school","standard","none","50","50","45"
"male","group E","master's degree","free/reduced","completed","100","98","92"
"male","group D","bachelor's degree","free/reduced","none","65","60","60"
"female","group B","some high school","standard","none","79","80","79"
"female","group B","some high school","standard","completed","69","67","69"
"male","group E","bachelor's degree","free/reduced","none","71","56","60"
"male","group B","master's degree","free/reduced","completed","66","66","59"
"male","group C","some high school","standard","completed","80","81","80"
"female","group E","high school","standard","none","59","54","58"
"male","group D","master's degree","standard","completed","95","88","99"
"female","group E","associate's degree","standard","none","51","55","55"
"male","group E","some college","free/reduced","none","66","67","63"
"female","group A","bachelor's degree","free/reduced","none","73","81","79"
"female","group D","associate's degree","standard","completed","76","94","98"
"female","group D","associate's degree","free/reduced","completed","76","87","82"
"male","group C","associate's degree","standard","none","66","51","53"
"male","group C","associate's degree","free/reduced","none","51","52","48"
"male","group C","some high school","standard","completed","64","71","68"
"female","group D","high school","free/reduced","none","69","80","76"
"male","group D","some college","standard","none","72","62","70"
"male","group C","bachelor's degree","standard","none","77","67","68"
"female","group B","some college","free/reduced","none","43","60","54"
"female","group B","some high school","standard","completed","52","63","62"
"female","group D","some high school","free/reduced","none","64","64","61"
"female","group C","associate's degree","free/reduced","none","63","74","69"
"female","group C","master's degree","standard","none","61","70","65"
"male","group D","high school","standard","completed","83","70","76"
"male","group E","high school","standard","completed","95","84","79"
"female","group B","some high school","free/reduced","none","51","67","59"
"male","group B","associate's degree","standard","none","76","76","78"
"female","group E","some high school","free/reduced","completed","37","50","49"
"female","group B","bachelor's degree","standard","completed","72","79","87"
"female","group B","bachelor's degree","standard","completed","56","64","65"
"female","group B","some high school","standard","none","68","71","78"
"male","group C","some high school","standard","none","62","69","65"
"female","group C","some high school","standard","none","68","74","66"
"female","group D","some college","free/reduced","none","72","76","71"
"male","group C","high school","free/reduced","none","63","62","58"
"female","group D","master's degree","standard","completed","57","70","76"
"male","group C","some college","standard","none","91","84","80"
"male","group A","associate's degree","standard","none","68","81","76"
"female","group C","bachelor's degree","free/reduced","none","58","70","68"
"female","group D","some college","standard","completed","76","73","82"
"male","group E","some college","free/reduced","none","61","58","52"
"male","group B","associate's degree","free/reduced","none","46","47","43"
"female","group E","some college","standard","none","61","61","66"
"female","group E","some college","standard","none","71","71","65"
"male","group C","high school","standard","none","65","59","64"
"female","group E","high school","standard","none","81","76","73"
"male","group C","associate's degree","standard","none","70","62","58"
"female","group C","high school","standard","none","47","60","58"
"female","group B","master's degree","standard","none","72","87","80"
"male","group C","some college","free/reduced","none","71","75","70"
"male","group A","some high school","standard","none","74","66","66"
"female","group C","some high school","standard","none","66","70","75"
"female","group C","high school","free/reduced","none","51","64","58"
"female","group D","high school","standard","none","84","90","86"
"male","group B","bachelor's degree","free/reduced","completed","84","77","78"
"male","group B","some college","standard","none","37","38","38"
"male","group C","some college","free/reduced","completed","64","64","61"
"female","group E","master's degree","standard","none","88","96","97"
"female","group E","some high school","standard","completed","62","63","69"
"male","group C","high school","free/reduced","none","56","56","56"
"male","group B","bachelor's degree","standard","completed","88","92","90"
"male","group D","high school","standard","none","71","57","52"
"male","group B","high school","free/reduced","none","49","47","43"
"female","group C","some high school","free/reduced","completed","74","87","85"
"male","group D","some high school","free/reduced","none","58","69","65"
"male","group D","high school","free/reduced","completed","55","61","61"
"male","group B","high school","free/reduced","none","59","51","48"
"male","group E","high school","standard","none","100","83","84"
"female","group A","some college","standard","completed","74","80","83"
"female","group A","associate's degree","standard","completed","69","85","80"
"male","group C","bachelor's degree","free/reduced","completed","63","62","61"
"male","group C","some college","standard","none","61","66","61"
"male","group C","some college","standard","none","37","32","38"
"male","group C","bachelor's degree","standard","none","92","99","91"
"female","group C","some college","standard","completed","64","71","69"
"male","group B","bachelor's degree","free/reduced","none","78","74","73"
"female","group E","some college","free/reduced","none","72","75","73"
"female","group E","high school","standard","none","71","66","71"
"male","group D","some college","standard","none","72","78","71"
"female","group A","master's degree","free/reduced","none","72","76","82"
"male","group E","bachelor's degree","standard","none","73","64","68"
"female","group C","high school","standard","none","68","72","77"
"male","group A","some college","standard","completed","74","74","68"
"male","group E","some high school","standard","none","70","69","61"
"female","group A","high school","free/reduced","none","52","62","58"
"male","group C","bachelor's degree","standard","none","90","77","74"
"female","group D","high school","standard","completed","65","74","74"
"male","group C","some college","standard","completed","84","78","75"
"male","group B","master's degree","free/reduced","none","68","71","65"
"female","group C","some high school","standard","none","69","74","81"
"female","group E","high school","standard","none","99","100","98"
"male","group D","associate's degree","standard","completed","78","75","82"
"male","group B","some high school","standard","none","83","87","82"
"male","group B","associate's degree","standard","none","74","67","63"
"female","group C","some high school","standard","completed","58","78","75"
"male","group C","associate's degree","standard","none","84","88","79"
"male","group E","some college","standard","none","91","84","79"
"female","group E","bachelor's degree","standard","none","70","73","73"
"male","group B","high school","standard","completed","59","63","59"
"male","group C","master's degree","standard","none","54","49","46"
"male","group B","some high school","standard","none","86","74","69"
"male","group C","bachelor's degree","standard","none","69","64","56"
"male","group D","some college","free/reduced","none","59","55","54"
"female","group D","some high school","standard","none","60","65","69"
"female","group B","bachelor's degree","standard","completed","50","55","62"
"female","group D","associate's degree","standard","none","67","67","72"
"male","group C","some college","free/reduced","completed","61","60","59"
"female","group C","some high school","free/reduced","none","37","43","44"
"female","group C","high school","standard","completed","70","81","82"
"male","group C","bachelor's degree","standard","none","78","84","83"
"male","group C","high school","free/reduced","completed","72","73","74"
"female","group E","some high school","standard","completed","84","83","84"
"male","group C","bachelor's degree","standard","none","80","85","80"
"female","group B","high school","free/reduced","completed","61","77","73"
"male","group E","some college","standard","completed","81","73","78"
"female","group B","associate's degree","standard","completed","72","76","84"
"male","group C","some high school","free/reduced","completed","41","45","43"
"male","group C","some college","standard","none","51","39","38"
"female","group E","associate's degree","free/reduced","completed","67","75","78"
"male","group E","high school","standard","none","70","65","60"
"male","group C","high school","standard","none","80","70","70"
"female","group D","bachelor's degree","free/reduced","none","80","97","93"
"female","group A","some college","free/reduced","completed","54","61","59"
"male","group D","bachelor's degree","free/reduced","none","73","61","66"
"female","group C","some high school","standard","none","50","50","55"
"male","group B","some college","standard","none","63","63","49"
"female","group C","high school","free/reduced","none","52","58","55"
"female","group D","some college","free/reduced","completed","71","77","87"
"female","group C","bachelor's degree","free/reduced","none","58","63","65"
"male","group B","associate's degree","standard","completed","76","64","68"
"female","group C","some high school","free/reduced","completed","70","82","79"
"male","group B","some college","standard","none","53","47","47"
"male","group B","high school","standard","none","55","50","49"
"female","group C","high school","standard","none","60","67","69"
"female","group D","associate's degree","standard","none","69","77","75"
"male","group C","associate's degree","free/reduced","completed","72","81","78"
"female","group C","associate's degree","free/reduced","completed","88","94","95"
"female","group E","bachelor's degree","free/reduced","completed","81","83","84"
"male","group B","bachelor's degree","standard","none","85","80","78"
"male","group D","some college","free/reduced","none","59","55","57"
"male","group C","associate's degree","standard","completed","89","86","84"
"male","group C","associate's degree","standard","completed","96","86","88"
"male","group D","bachelor's degree","free/reduced","none","78","66","67"
"female","group C","associate's degree","standard","none","45","61","54"
"female","group B","associate's degree","standard","completed","70","73","73"
"male","group B","some college","free/reduced","completed","58","64","60"
"female","group C","associate's degree","standard","completed","90","95","99"
"male","group C","associate's degree","standard","completed","77","74","78"
"male","group C","some college","standard","none","68","68","65"
"male","group E","some high school","standard","none","87","72","66"
"female","group D","bachelor's degree","standard","none","84","93","88"
"male","group D","associate's degree","standard","none","76","67","70"
"male","group A","high school","free/reduced","none","20","19","13"
"female","group E","some college","standard","none","66","62","57"
"male","group C","some college","standard","none","75","69","67"
"male","group B","high school","free/reduced","none","57","65","52"
"female","group E","high school","free/reduced","none","79","87","82"
"male","group C","high school","free/reduced","completed","69","72","72"
"female","group D","high school","free/reduced","completed","61","73","76"
"male","group C","some high school","standard","none","51","51","45"
"female","group C","some high school","standard","completed","63","69","67"
"male","group A","high school","free/reduced","none","52","54","48"
"female","group C","master's degree","free/reduced","none","56","76","69"
"male","group E","associate's degree","standard","none","96","84","85"
"male","group D","bachelor's degree","standard","none","91","88","88"
"female","group E","bachelor's degree","standard","completed","91","93","99"
"male","group D","some college","standard","none","68","63","65"
"female","group C","some high school","free/reduced","none","42","48","47"
"female","group D","master's degree","standard","completed","63","72","82"
"female","group D","some college","free/reduced","completed","57","67","73"
"female","group D","some high school","free/reduced","none","30","42","49"
"male","group E","master's degree","standard","completed","85","73","77"
"female","group C","some college","standard","completed","71","83","90"
"female","group A","master's degree","free/reduced","none","71","83","76"
"male","group A","high school","standard","none","65","63","54"
"female","group C","some high school","standard","none","43","47","39"
"female","group C","some high school","free/reduced","none","47","54","46"
"male","group D","associate's degree","standard","none","65","53","55"
"female","group C","some high school","standard","none","61","71","68"
"male","group D","master's degree","free/reduced","none","64","60","61"
"female","group E","some high school","standard","completed","90","95","94"
"female","group D","high school","standard","none","75","86","80"
"male","group C","some college","standard","none","94","87","83"
"female","group B","some college","free/reduced","completed","72","84","84"
"female","group A","master's degree","free/reduced","completed","44","68","72"
"male","group C","high school","free/reduced","none","54","62","50"
"female","group C","some high school","free/reduced","completed","53","65","65"
"female","group A","some college","free/reduced","completed","71","90","84"
"male","group D","some college","free/reduced","completed","72","70","68"
"female","group E","bachelor's degree","free/reduced","none","61","72","71"
"female","group B","bachelor's degree","standard","none","49","68","63"
"male","group D","bachelor's degree","standard","none","89","93","89"
"male","group C","some college","free/reduced","none","71","81","73"
"male","group B","bachelor's degree","free/reduced","none","36","29","29"
"female","group B","bachelor's degree","standard","none","61","55","59"
"female","group A","some college","free/reduced","none","39","50","46"
"female","group C","associate's degree","free/reduced","completed","75","80","89"
"male","group D","master's degree","standard","none","73","81","74"
"female","group C","high school","standard","none","42","47","44"
"male","group D","some college","standard","completed","87","84","91"
"female","group D","some high school","standard","completed","83","98","100"
"female","group C","associate's degree","free/reduced","completed","49","62","59"
"female","group C","some college","free/reduced","none","51","61","61"
"female","group D","associate's degree","free/reduced","none","64","79","78"
"male","group B","bachelor's degree","free/reduced","completed","79","80","84"
"female","group D","some college","standard","completed","63","71","77"
"female","group D","associate's degree","standard","none","82","100","100"
"female","group C","bachelor's degree","standard","none","64","73","75"
"female","group B","high school","standard","completed","63","78","76"
"male","group B","some high school","standard","none","60","50","48"
"male","group C","bachelor's degree","standard","completed","73","66","75"
"male","group C","some high school","standard","completed","83","88","83"
"female","group E","master's degree","standard","none","78","80","76"
"male","group B","some college","standard","none","74","75","70"
"male","group B","associate's degree","standard","none","54","49","47"
"female","group B","master's degree","free/reduced","none","51","65","68"
"female","group B","some college","free/reduced","none","61","80","76"
"female","group D","bachelor's degree","standard","none","79","82","78"
"male","group E","some high school","standard","none","89","71","65"
"male","group C","associate's degree","standard","none","65","54","57"
"male","group D","associate's degree","free/reduced","completed","54","52","53"
"male","group E","associate's degree","free/reduced","none","73","61","56"
"female","group B","some college","standard","none","59","71","77"
"male","group A","associate's degree","free/reduced","completed","74","72","69"
"female","group D","bachelor's degree","free/reduced","completed","65","74","88"
"male","group D","bachelor's degree","standard","none","91","88","89"
"male","group D","some high school","free/reduced","none","53","61","55"
"female","group D","some high school","standard","none","65","79","81"
"female","group E","some college","free/reduced","none","83","92","88"
"male","group C","associate's degree","standard","none","60","55","48"
"female","group B","associate's degree","free/reduced","completed","45","66","63"
"male","group B","some high school","free/reduced","none","40","43","37"
"male","group C","bachelor's degree","free/reduced","none","64","57","57"
"male","group B","associate's degree","standard","none","53","52","52"
"female","group C","some high school","standard","none","39","46","39"
"female","group D","some college","free/reduced","none","66","70","72"
"male","group D","high school","standard","completed","39","47","47"
"female","group B","associate's degree","standard","none","40","52","47"
"male","group D","associate's degree","free/reduced","none","55","53","46"
"male","group B","high school","standard","none","69","63","56"
"female","group C","associate's degree","standard","completed","68","80","74"
"female","group E","high school","free/reduced","none","67","74","73"
"male","group C","high school","standard","completed","62","63","62"
"male","group C","associate's degree","free/reduced","none","69","71","64"
"male","group C","high school","free/reduced","completed","68","78","72"
"male","group D","some college","standard","none","51","51","46"
"male","group D","associate's degree","free/reduced","none","56","61","53"
"female","group E","high school","free/reduced","completed","80","85","86"
"female","group D","associate's degree","standard","none","65","80","76"
"male","group D","bachelor's degree","free/reduced","none","52","52","48"
"male","group E","associate's degree","free/reduced","completed","84","80","73"
"female","group E","some college","free/reduced","none","70","84","80"
"male","group B","associate's degree","standard","completed","97","100","96"
"male","group D","some college","standard","none","84","76","75"
"female","group D","master's degree","standard","completed","82","90","90"
"female","group E","high school","standard","completed","93","100","100"
"female","group D","some high school","standard","none","38","39","42"
"female","group D","associate's degree","standard","none","64","80","83"
"male","group D","associate's degree","standard","none","86","76","77"
"female","group A","associate's degree","standard","none","89","89","92"
"female","group A","high school","free/reduced","none","39","52","47"
"female","group E","bachelor's degree","standard","none","86","91","94"
"male","group C","master's degree","free/reduced","none","76","69","66"
"female","group C","associate's degree","standard","none","90","96","94"
"female","group D","associate's degree","standard","completed","66","81","81"
"male","group B","master's degree","free/reduced","none","87","85","74"
"female","group C","bachelor's degree","standard","none","78","87","83"
"female","group D","some college","free/reduced","completed","64","72","76"
"female","group C","bachelor's degree","free/reduced","none","85","87","82"
"male","group D","high school","standard","none","90","89","89"
"male","group D","associate's degree","standard","completed","88","86","87"
"female","group A","associate's degree","standard","none","59","60","63"
"male","group C","bachelor's degree","standard","none","65","67","63"
"female","group D","associate's degree","free/reduced","none","64","64","72"
"female","group C","high school","standard","completed","88","93","100"
"male","group B","some high school","standard","completed","92","83","83"
"male","group B","some college","standard","none","90","81","80"
"female","group B","some college","standard","none","85","98","90"
"female","group D","bachelor's degree","standard","none","75","85","82"
"male","group B","high school","standard","none","68","68","65"
"male","group C","some high school","standard","none","60","62","55"
"female","group C","bachelor's degree","free/reduced","none","57","63","62"
"male","group A","associate's degree","standard","completed","78","66","71"
"male","group D","associate's degree","standard","none","63","62","61"
"female","group C","some high school","standard","none","61","80","70"
"male","group C","high school","standard","none","52","44","45"
"male","group B","associate's degree","free/reduced","completed","66","69","69"
"female","group E","associate's degree","standard","none","78","74","75"
"male","group D","bachelor's degree","free/reduced","none","60","60","64"
"female","group C","master's degree","standard","none","83","92","94"
"male","group B","some high school","standard","none","58","41","39"
"female","group D","high school","standard","none","54","66","67"
"male","group E","some college","standard","completed","97","84","90"
"male","group E","associate's degree","free/reduced","none","71","58","57"
"female","group B","high school","standard","completed","53","68","67"
"female","group B","associate's degree","standard","none","36","53","50"
"male","group C","some high school","standard","none","55","55","55"
"female","group C","high school","standard","completed","51","53","53"
"female","group B","associate's degree","standard","none","80","86","88"
"female","group C","high school","standard","none","69","80","79"
"male","group E","some high school","free/reduced","none","83","84","75"
"female","group B","some high school","free/reduced","completed","69","72","73"
"male","group D","bachelor's degree","standard","none","77","64","69"
"male","group C","master's degree","free/reduced","none","57","49","54"
"male","group C","some high school","free/reduced","completed","74","63","64"
"male","group D","high school","free/reduced","none","38","36","35"
"female","group C","some college","standard","completed","69","81","79"
"female","group A","bachelor's degree","free/reduced","none","64","70","68"
"female","group C","some high school","standard","none","58","67","72"
"female","group A","associate's degree","standard","none","70","85","80"
"female","group B","associate's degree","standard","completed","65","70","70"
"male","group C","associate's degree","standard","completed","65","70","68"
"male","group C","associate's degree","standard","none","94","91","82"
"female","group C","bachelor's degree","standard","none","70","76","71"
"male","group B","master's degree","standard","none","67","70","69"
"male","group B","some high school","standard","completed","50","54","49"
"female","group A","some college","free/reduced","completed","51","68","70"
"male","group E","associate's degree","standard","none","91","79","73"
"female","group E","associate's degree","standard","completed","76","74","79"
"female","group D","some college","free/reduced","completed","54","53","60"
"female","group C","associate's degree","standard","none","63","78","76"
"male","group B","some high school","free/reduced","none","61","56","51"
"male","group D","master's degree","standard","none","78","69","62"
"female","group E","some high school","standard","completed","81","91","89"
"female","group D","some college","free/reduced","none","67","73","69"
"female","group B","some high school","standard","none","63","70","72"
"female","group C","some college","standard","none","90","91","90"
"female","group C","some college","free/reduced","none","52","72","63"
"female","group D","associate's degree","standard","none","65","80","83"
"female","group E","bachelor's degree","free/reduced","none","62","72","72"
"male","group E","some college","free/reduced","completed","46","37","35"
"female","group C","some college","standard","completed","72","95","90"
"female","group E","some high school","standard","completed","92","85","84"
"male","group C","high school","standard","completed","66","58","51"
"male","group A","some college","standard","completed","80","81","81"
"male","group C","associate's degree","free/reduced","none","72","65","61"
"female","group A","bachelor's degree","standard","none","74","65","70"
"male","group D","associate's degree","standard","none","75","80","81"
"female","group D","high school","standard","none","85","89","96"
"male","group B","some high school","standard","completed","62","68","68"
"male","group C","associate's degree","standard","completed","85","89","87"
"male","group C","some college","free/reduced","none","61","55","46"
"female","group E","some high school","standard","completed","83","82","87"
"female","group A","some high school","standard","completed","71","83","84"
"male","group D","associate's degree","standard","completed","94","88","92"
"female","group D","bachelor's degree","free/reduced","completed","59","76","83"
"male","group C","high school","standard","none","84","75","73"
"male","group C","associate's degree","standard","none","46","44","43"
"male","group C","associate's degree","standard","none","87","77","77"
"female","group B","high school","standard","completed","64","78","76"
"male","group C","associate's degree","standard","completed","81","71","74"
"male","group D","associate's degree","standard","none","80","71","70"
"male","group A","bachelor's degree","free/reduced","completed","64","64","57"
"male","group C","some college","free/reduced","none","49","54","51"
"female","group B","high school","free/reduced","none","53","75","69"
"male","group D","high school","standard","none","71","65","63"
"female","group C","some college","standard","completed","91","100","100"
"male","group E","master's degree","free/reduced","completed","74","77","74"
"female","group D","high school","free/reduced","none","36","42","42"
"female","group C","associate's degree","standard","none","73","77","76"
"male","group B","high school","free/reduced","completed","78","81","74"
"female","group D","some high school","standard","none","67","79","76"
"female","group C","associate's degree","standard","completed","80","97","97"
"male","group C","some college","free/reduced","none","40","30","31"
"female","group C","some college","standard","none","70","86","83"
"female","group B","high school","free/reduced","none","53","74","70"
"male","group D","some high school","standard","none","76","79","73"
"male","group E","high school","free/reduced","none","51","47","49"
"female","group C","some college","standard","completed","79","89","88"
"female","group D","some college","standard","none","61","69","64"
"female","group C","some college","standard","none","71","71","73"
"male","group C","bachelor's degree","standard","completed","93","93","98"
"male","group D","high school","standard","completed","87","87","89"
"female","group C","some college","standard","none","55","61","62"
"female","group C","some high school","standard","none","61","72","70"
"female","group C","some high school","free/reduced","none","50","60","59"
"female","group A","high school","standard","none","92","86","88"
"female","group D","some college","standard","completed","78","80","88"
"male","group B","bachelor's degree","free/reduced","completed","59","72","73"
"female","group D","some college","free/reduced","none","30","45","44"
"female","group B","associate's degree","standard","completed","71","83","80"
"female","group E","some college","standard","none","44","51","54"
"female","group C","some high school","free/reduced","none","44","59","60"
"male","group D","high school","free/reduced","completed","79","76","74"
"male","group C","some high school","standard","none","21","26","18"
"female","group D","associate's degree","standard","none","71","76","74"
"female","group C","high school","free/reduced","none","60","69","72"
"male","group E","some college","free/reduced","completed","63","66","61"
"female","group C","high school","free/reduced","completed","55","69","71"
"female","group A","bachelor's degree","standard","none","52","60","66"
"female","group D","bachelor's degree","free/reduced","none","62","76","76"
