"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group C","bachelor's degree","standard","none","71","67","74"
"male","group E","some high school","standard","completed","62","54","51"
"female","group C","bachelor's degree","standard","completed","58","67","70"
"male","group C","some high school","standard","completed","74","66","65"
"female","group B","high school","standard","none","89","89","87"
"female","group C","some college","standard","none","53","59","58"
"female","group B","some high school","standard","none","64","90","81"
"male","group C","high school","standard","completed","83","80","85"
"male","group B","some high school","standard","none","54","46","41"
"male","group C","associate's degree","standard","none","71","66","62"
"male","group E","high school","free/reduced","none","79","71","65"
"male","group D","some high school","free/reduced","none","60","45","49"
"male","group C","some high school","free/reduced","completed","19","23","20"
"male","group E","associate's degree","standard","none","72","62","62"
"female","group C","bachelor's degree","standard","completed","73","78","80"
"female","group E","high school","standard","completed","74","76","79"
"female","group C","some high school","standard","none","74","77","72"
"female","group C","some high school","free/reduced","none","64","71","71"
"male","group D","bachelor's degree","standard","completed","80","81","81"
"female","group C","some high school","free/reduced","completed","53","53","58"
"female","group C","associate's degree","standard","none","68","77","75"
"female","group B","some college","standard","none","71","81","75"
"male","group B","some college","standard","completed","77","77","81"
"female","group E","some college","free/reduced","none","59","55","53"
"male","group D","bachelor's degree","standard","completed","100","100","100"
"female","group E","some high school","standard","none","76","64","64"
"female","group B","high school","free/reduced","none","35","51","49"
"male","group D","high school","standard","none","67","53","48"
"female","group C","some college","standard","completed","66","82","86"
"male","group D","master's degree","standard","completed","86","73","78"
"male","group E","some college","standard","none","89","80","75"
"female","group C","some high school","free/reduced","none","44","59","60"
"female","group C","high school","standard","completed","73","96","91"
"female","group B","some college","free/reduced","none","38","55","53"
"female","group C","bachelor's degree","standard","completed","50","58","63"
"female","group B","some high school","free/reduced","none","28","44","35"
"female","group C","some college","free/reduced","none","55","65","60"
"female","group D","some college","free/reduced","none","62","81","75"
"female","group D","associate's degree","standard","none","60","67","68"
"male","group E","master's degree","standard","none","90","89","79"
"male","group B","some high school","standard","none","70","62","56"
"male","group C","some college","standard","none","56","62","52"
"female","group D","some college","free/reduced","completed","54","64","59"
"female","group D","associate's degree","free/reduced","none","49","75","70"
"female","group C","high school","free/reduced","none","53","63","61"
"male","group D","high school","standard","none","64","58","52"
"female","group E","high school","free/reduced","completed","48","60","59"
"male","group C","associate's degree","free/reduced","none","74","74","74"
"female","group A","some college","standard","completed","95","100","100"
"male","group B","associate's degree","standard","none","69","66","62"
"male","group B","bachelor's degree","standard","none","69","68","67"
"male","group B","some college","standard","completed","70","63","61"
"female","group D","high school","free/reduced","completed","38","51","50"
"male","group C","some high school","standard","none","83","80","76"
"male","group B","some college","standard","none","74","72","63"
"male","group C","some high school","standard","none","55","44","40"
"male","group C","some high school","free/reduced","none","74","64","59"
"female","group C","some high school","standard","none","71","60","61"
"female","group D","bachelor's degree","standard","completed","91","96","100"
"female","group C","associate's degree","free/reduced","none","41","51","51"
"male","group A","bachelor's degree","standard","none","54","51","51"
"male","group D","high school","standard","none","61","52","49"
"male","group C","associate's degree","standard","completed","80","81","89"
"male","group D","some college","standard","completed","59","50","54"
"female","group B","associate's degree","standard","none","66","80","71"
"male","group C","associate's degree","free/reduced","none","86","78","72"
"female","group C","high school","standard","none","85","95","90"
"male","group C","associate's degree","free/reduced","none","38","30","33"
"female","group D","associate's degree","standard","completed","72","81","89"
"female","group E","high school","standard","none","59","65","64"
"male","group C","high school","free/reduced","completed","70","86","82"
"female","group B","some college","free/reduced","completed","63","84","84"
"female","group C","some high school","standard","completed","46","57","59"
"male","group B","high school","free/reduced","none","47","44","41"
"male","group C","master's degree","free/reduced","none","65","71","64"
"male","group C","associate's degree","standard","completed","59","63","53"
"female","group B","associate's degree","free/reduced","none","50","69","67"
"female","group E","master's degree","standard","none","68","78","75"
"male","group A","associate's degree","standard","none","50","53","46"
"female","group C","some high school","standard","none","40","55","51"
"female","group C","high school","standard","none","77","90","92"
"male","group C","associate's degree","free/reduced","none","63","63","58"
"male","group D","bachelor's degree","standard","none","85","70","71"
"male","group D","associate's degree","standard","completed","100","100","96"
"female","group E","associate's degree","standard","completed","98","100","100"
"male","group C","master's degree","standard","none","66","59","59"
"male","group D","some high school","standard","none","79","71","70"
"female","group E","high school","standard","completed","68","77","75"
"male","group B","associate's degree","standard","completed","62","55","62"
"male","group A","some high school","standard","none","53","41","33"
"female","group B","some high school","free/reduced","completed","53","69","64"
"male","group C","high school","standard","none","88","81","78"
"male","group E","high school","free/reduced","none","54","55","49"
"male","group B","some college","standard","none","64","68","63"
"male","group C","some college","standard","none","68","76","68"
"male","group B","high school","standard","none","57","53","48"
"male","group B","associate's degree","standard","completed","75","81","73"
"female","group C","some high school","free/reduced","none","49","63","64"
"female","group C","associate's degree","standard","none","89","91","89"
"male","group B","some high school","standard","none","46","51","47"
"female","group B","bachelor's degree","free/reduced","none","53","70","73"
"male","group E","some high school","standard","none","83","70","66"
"female","group A","bachelor's degree","standard","completed","78","68","80"
"female","group D","high school","standard","none","82","94","85"
"male","group E","some college","free/reduced","none","84","71","75"
"male","group A","bachelor's degree","free/reduced","none","47","43","40"
"male","group C","high school","standard","completed","64","67","68"
"female","group D","high school","standard","none","63","72","74"
"female","group B","associate's degree","free/reduced","none","39","59","52"
"female","group D","some college","standard","completed","66","80","82"
"male","group A","high school","standard","completed","41","46","41"
"male","group E","high school","standard","none","63","57","58"
"female","group B","high school","standard","none","47","62","58"
"male","group B","bachelor's degree","free/reduced","none","52","55","50"
"female","group E","some high school","standard","none","86","86","82"
"male","group D","bachelor's degree","standard","none","64","52","53"
"female","group D","some high school","standard","none","69","78","72"
"female","group C","some college","standard","completed","75","89","84"
"female","group C","some college","free/reduced","none","67","80","76"
"female","group D","bachelor's degree","standard","none","78","79","82"
"male","group E","some college","standard","completed","77","74","79"
"male","group B","high school","free/reduced","completed","72","72","66"
"female","group D","some college","free/reduced","none","57","66","65"
"female","group B","bachelor's degree","free/reduced","none","46","59","59"
"male","group E","high school","standard","none","89","80","69"
"male","group C","associate's degree","free/reduced","none","81","82","78"
"male","group C","master's degree","standard","none","78","87","77"
"female","group A","associate's degree","free/reduced","completed","52","51","56"
"male","group D","bachelor's degree","free/reduced","none","57","62","64"
"female","group C","some college","free/reduced","none","31","44","42"
"female","group B","associate's degree","standard","none","74","76","80"
"male","group A","some high school","standard","none","85","85","77"
"male","group B","some college","free/reduced","none","36","45","37"
"female","group A","some high school","standard","none","70","85","77"
"female","group D","some high school","standard","none","86","84","89"
"male","group C","high school","free/reduced","none","25","41","30"
"male","group B","some college","standard","none","60","56","50"
"female","group B","some high school","standard","none","68","70","66"
"female","group D","high school","standard","completed","84","85","96"
"female","group C","some college","standard","completed","88","99","97"
"male","group D","some college","standard","completed","88","83","92"
"male","group C","some college","standard","none","66","56","55"
"male","group C","some high school","standard","none","62","60","58"
"female","group E","associate's degree","standard","completed","94","100","100"
"female","group C","associate's degree","standard","none","78","90","90"
"female","group A","bachelor's degree","standard","none","50","54","64"
"male","group D","bachelor's degree","free/reduced","completed","70","81","86"
"female","group C","some high school","standard","none","76","73","74"
"male","group A","associate's degree","standard","none","45","51","52"
"female","group B","some college","free/reduced","none","65","69","68"
"male","group C","some high school","free/reduced","none","60","61","65"
"male","group E","associate's degree","standard","none","66","58","56"
"female","group B","some high school","standard","completed","70","71","85"
"female","group C","associate's degree","standard","none","62","75","70"
"male","group C","high school","standard","none","93","80","73"
"female","group C","some college","standard","none","56","62","56"
"female","group C","bachelor's degree","standard","completed","95","100","100"
"female","group E","associate's degree","free/reduced","none","68","71","73"
"male","group B","master's degree","standard","completed","100","94","96"
"female","group E","associate's degree","standard","completed","76","84","82"
"male","group B","some college","free/reduced","none","51","44","42"
"male","group C","some college","free/reduced","completed","47","45","38"
"male","group C","master's degree","standard","completed","82","70","72"
"male","group C","master's degree","free/reduced","none","83","84","85"
"female","group B","some college","free/reduced","completed","71","81","83"
"female","group C","associate's degree","standard","none","79","79","83"
"female","group D","high school","free/reduced","none","30","41","44"
"male","group B","associate's degree","standard","none","63","52","46"
"female","group B","high school","free/reduced","completed","58","64","63"
"female","group C","high school","standard","none","62","68","67"
"male","group D","high school","standard","completed","88","83","78"
"female","group C","some college","free/reduced","none","48","56","57"
"male","group B","master's degree","standard","completed","84","63","70"
"female","group E","some college","free/reduced","none","53","63","64"
"female","group C","some college","standard","none","63","68","69"
"male","group C","some high school","standard","completed","63","59","60"
"male","group C","some college","free/reduced","none","59","46","47"
"male","group D","master's degree","standard","none","87","78","84"
"male","group C","high school","standard","completed","67","73","65"
"male","group C","master's degree","standard","none","67","61","66"
"female","group C","some college","standard","none","33","43","40"
"female","group C","some college","standard","completed","85","100","100"
"female","group A","bachelor's degree","standard","completed","82","88","88"
"male","group C","high school","standard","none","60","59","53"
"female","group C","some high school","free/reduced","completed","55","66","65"
"female","group C","high school","standard","none","61","63","63"
"male","group B","some college","free/reduced","none","52","44","47"
"female","group D","high school","free/reduced","completed","38","37","46"
"male","group E","some college","standard","none","57","47","49"
"male","group B","high school","standard","none","42","25","22"
"male","group C","high school","free/reduced","none","48","60","47"
"female","group B","bachelor's degree","standard","none","89","92","95"
"female","group C","some college","free/reduced","none","21","39","32"
"male","group D","some high school","standard","completed","60","56","60"
"male","group D","high school","free/reduced","completed","69","60","66"
"female","group B","high school","standard","none","69","79","83"
"male","group E","high school","standard","none","90","83","78"
"male","group B","some high school","standard","none","68","62","55"
"male","group E","high school","standard","none","93","87","76"
"female","group A","some college","standard","none","62","71","68"
"female","group B","associate's degree","free/reduced","none","65","71","74"
"male","group C","bachelor's degree","standard","completed","100","91","98"
"male","group B","some college","free/reduced","none","51","50","47"
"female","group B","some college","standard","none","60","73","69"
"male","group D","high school","standard","none","58","46","47"
"male","group D","some high school","standard","none","92","78","82"
"female","group D","bachelor's degree","free/reduced","none","73","94","91"
"male","group D","bachelor's degree","free/reduced","none","65","56","56"
"male","group A","associate's degree","standard","none","78","78","73"
"female","group D","some college","standard","none","74","72","70"
"female","group B","bachelor's degree","standard","none","63","74","73"
"male","group B","some high school","standard","completed","76","72","69"
"male","group A","high school","free/reduced","none","47","42","39"
"male","group A","some college","free/reduced","none","38","46","36"
"male","group C","high school","standard","completed","73","66","68"
"female","group D","some college","standard","none","73","79","76"
"male","group C","some high school","standard","none","55","54","48"
"male","group B","some high school","standard","none","37","28","24"
"male","group B","master's degree","standard","none","69","75","71"
"female","group B","some high school","free/reduced","completed","38","47","49"
"male","group C","some high school","standard","completed","87","72","74"
"female","group C","associate's degree","free/reduced","none","76","89","76"
"male","group D","some college","standard","none","84","73","71"
"male","group B","associate's degree","standard","none","77","76","65"
"female","group A","bachelor's degree","standard","none","70","80","76"
"female","group C","bachelor's degree","standard","none","83","80","83"
"male","group C","some high school","standard","none","69","53","55"
"male","group D","high school","standard","none","64","53","48"
"male","group D","associate's degree","free/reduced","completed","81","86","90"
"male","group C","bachelor's degree","free/reduced","none","42","57","48"
"female","group E","some college","standard","none","41","41","43"
"male","group D","master's degree","free/reduced","none","73","67","69"
"female","group D","some college","standard","none","62","68","70"
"male","group C","some high school","standard","none","62","44","51"
"male","group D","associate's degree","standard","none","48","51","52"
"female","group A","associate's degree","free/reduced","none","38","61","53"
"male","group B","bachelor's degree","free/reduced","completed","73","80","80"
"male","group D","master's degree","free/reduced","completed","74","81","82"
"male","group C","bachelor's degree","free/reduced","none","60","56","55"
"male","group B","bachelor's degree","standard","none","78","73","75"
"female","group C","associate's degree","free/reduced","none","43","57","53"
"female","group D","bachelor's degree","free/reduced","completed","67","84","84"
"male","group C","bachelor's degree","free/reduced","completed","92","94","86"
"male","group A","bachelor's degree","free/reduced","completed","66","71","73"
"male","group D","associate's degree","standard","none","81","85","87"
"male","group B","high school","standard","none","57","61","47"
"female","group B","some high school","standard","none","70","79","77"
"female","group D","some college","standard","none","81","91","93"
"female","group B","associate's degree","standard","none","72","88","84"
"male","group B","bachelor's degree","free/reduced","completed","74","74","66"
"male","group A","bachelor's degree","standard","none","79","86","77"
"female","group C","high school","free/reduced","none","77","81","72"
"female","group C","high school","free/reduced","none","62","71","63"
"female","group E","some high school","free/reduced","completed","71","83","77"
"male","group D","some college","standard","none","76","64","65"
"female","group B","high school","standard","none","45","59","56"
"female","group C","some college","standard","none","72","77","74"
"female","group C","associate's degree","free/reduced","none","72","92","85"
"female","group B","high school","free/reduced","none","63","78","73"
"female","group B","some college","standard","none","54","68","61"
"female","group D","associate's degree","standard","completed","86","93","93"
"female","group C","associate's degree","standard","none","89","100","100"
"female","group E","some college","standard","none","93","96","96"
"female","group B","associate's degree","standard","none","68","73","76"
"male","group C","some high school","standard","none","53","47","42"
"male","group D","some high school","standard","none","90","84","82"
"female","group B","some college","free/reduced","none","47","57","47"
"male","group D","associate's degree","free/reduced","none","46","56","51"
"male","group C","bachelor's degree","free/reduced","none","73","71","60"
"female","group C","associate's degree","standard","none","49","59","62"
"male","group B","some high school","standard","none","54","47","41"
"female","group D","some high school","standard","none","25","37","38"
"female","group E","some college","standard","none","96","100","95"
"female","group D","some high school","free/reduced","none","47","58","59"
"male","group D","some high school","standard","none","92","80","82"
"male","group D","associate's degree","standard","completed","87","92","86"
"male","group C","bachelor's degree","free/reduced","completed","71","71","76"
"male","group B","some high school","standard","none","90","77","76"
"female","group C","bachelor's degree","free/reduced","none","70","81","76"
"male","group E","associate's degree","standard","completed","75","64","62"
"male","group B","high school","standard","none","70","65","58"
"female","group D","some college","standard","none","43","53","53"
"male","group D","some college","free/reduced","completed","62","62","69"
"female","group D","some high school","free/reduced","none","42","64","61"
"male","group C","some high school","standard","completed","94","86","83"
"female","group E","associate's degree","standard","completed","99","100","100"
"male","group D","master's degree","standard","completed","68","64","70"
"male","group C","master's degree","standard","none","57","51","45"
"female","group B","some high school","standard","completed","59","67","65"
"male","group C","high school","free/reduced","none","33","36","34"
"female","group D","associate's degree","standard","none","77","73","77"
"female","group A","some college","standard","none","62","74","71"
"male","group B","some college","free/reduced","none","82","71","68"
"male","group D","associate's degree","free/reduced","completed","85","84","87"
"male","group D","some high school","free/reduced","completed","41","40","44"
"male","group D","bachelor's degree","free/reduced","completed","67","69","74"
"male","group C","associate's degree","standard","completed","67","66","67"
"male","group B","some college","free/reduced","completed","75","74","79"
"female","group B","some college","standard","completed","49","55","56"
"male","group C","some college","standard","none","59","59","64"
"male","group D","master's degree","free/reduced","completed","92","93","95"
"male","group C","master's degree","free/reduced","none","66","68","59"
"male","group E","some high school","free/reduced","completed","58","58","60"
"female","group D","high school","free/reduced","none","45","68","65"
"male","group E","some high school","free/reduced","none","51","36","37"
"female","group B","associate's degree","standard","none","81","89","86"
"female","group B","associate's degree","standard","none","43","55","56"
"male","group A","associate's degree","free/reduced","none","58","58","54"
"female","group B","bachelor's degree","standard","none","68","60","68"
"male","group C","high school","standard","none","65","65","62"
"male","group B","some college","free/reduced","completed","65","64","63"
"female","group C","high school","standard","none","68","79","73"
"male","group D","associate's degree","standard","none","73","70","68"
"male","group C","some high school","standard","none","65","56","54"
"female","group C","high school","standard","none","89","90","92"
"female","group E","some high school","free/reduced","completed","60","67","70"
"female","group E","some college","standard","none","78","86","79"
"female","group C","high school","standard","completed","93","100","92"
"female","group C","master's degree","standard","none","73","80","79"
"female","group B","some college","free/reduced","none","55","68","62"
"male","group D","some high school","standard","none","88","82","82"
"male","group B","bachelor's degree","standard","none","72","65","57"
"male","group E","bachelor's degree","free/reduced","none","58","56","52"
"female","group D","bachelor's degree","standard","none","59","53","64"
"male","group C","some college","standard","completed","75","78","77"
"male","group E","some high school","free/reduced","none","76","82","73"
"male","group B","high school","standard","completed","69","69","62"
"female","group C","associate's degree","standard","completed","83","94","100"
"female","group C","some high school","free/reduced","none","67","74","73"
"male","group A","associate's degree","free/reduced","completed","68","71","65"
"female","group B","associate's degree","standard","none","74","87","83"
"female","group E","master's degree","standard","none","80","89","80"
"female","group D","bachelor's degree","standard","none","75","74","81"
"male","group C","some college","standard","completed","67","67","66"
"female","group B","high school","standard","completed","67","78","75"
"female","group C","high school","free/reduced","none","54","74","68"
"female","group E","some high school","standard","none","72","65","70"
"female","group B","high school","standard","none","80","82","79"
"female","group B","some college","standard","none","69","82","81"
"female","group C","some high school","standard","none","83","80","81"
"male","group C","bachelor's degree","free/reduced","none","28","32","30"
"female","group E","associate's degree","free/reduced","none","86","91","82"
"male","group B","some college","free/reduced","none","48","44","37"
"male","group D","some high school","standard","none","72","66","63"
"female","group E","associate's degree","standard","none","62","58","65"
"female","group B","some high school","standard","none","61","68","72"
"female","group A","bachelor's degree","standard","none","74","77","75"
"female","group E","master's degree","standard","none","96","100","98"
"male","group B","some college","standard","none","57","48","53"
"female","group E","some high school","standard","none","63","69","68"
"male","group B","high school","standard","none","56","56","55"
"male","group C","some high school","free/reduced","none","58","54","51"
"female","group C","associate's degree","standard","completed","82","91","87"
"male","group C","master's degree","free/reduced","none","67","61","54"
"male","group C","associate's degree","standard","none","57","48","50"
"female","group D","high school","free/reduced","none","45","55","58"
"female","group D","some college","free/reduced","none","85","84","82"
"female","group D","bachelor's degree","standard","completed","84","89","91"
"female","group C","high school","standard","completed","66","68","69"
"female","group B","some college","standard","completed","82","93","97"
"female","group A","some college","standard","completed","65","73","75"
"female","group C","high school","standard","none","70","87","84"
"female","group E","associate's degree","free/reduced","none","68","69","68"
"male","group C","some college","standard","none","50","38","34"
"female","group C","master's degree","free/reduced","none","54","69","67"
"female","group C","associate's degree","standard","none","63","73","71"
"male","group D","some college","free/reduced","none","82","86","73"
"female","group D","high school","standard","none","72","72","81"
"female","group C","high school","standard","completed","58","75","77"
"male","group A","some high school","standard","completed","52","56","55"
"female","group D","some high school","free/reduced","completed","53","65","65"
"female","group B","some college","standard","completed","83","97","96"
"male","group B","some high school","standard","none","81","68","72"
"female","group E","high school","standard","none","87","94","88"
"female","group C","bachelor's degree","standard","none","64","75","76"
"female","group D","some high school","standard","none","87","91","91"
"male","group A","high school","standard","none","69","52","57"
"male","group D","associate's degree","standard","none","77","65","67"
"male","group E","some college","free/reduced","none","77","66","66"
"female","group E","high school","free/reduced","none","64","64","64"
"female","group D","high school","standard","none","93","90","93"
"male","group C","associate's degree","free/reduced","completed","56","77","67"
"male","group B","high school","free/reduced","completed","68","70","71"
"male","group B","high school","standard","completed","69","68","67"
"male","group A","some high school","standard","none","62","56","49"
"male","group C","associate's degree","standard","completed","67","54","53"
"male","group B","some college","standard","none","78","76","72"
"male","group C","some high school","free/reduced","none","32","32","28"
"female","group B","associate's degree","standard","completed","66","73","76"
"male","group A","some college","free/reduced","none","49","43","42"
"male","group B","bachelor's degree","standard","completed","73","73","73"
"male","group C","some high school","standard","none","74","69","66"
"male","group B","associate's degree","standard","none","100","86","84"
"male","group C","some college","standard","none","84","81","70"
"female","group E","some college","standard","completed","63","60","59"
"male","group C","some high school","standard","none","82","85","75"
"male","group C","associate's degree","free/reduced","none","75","77","73"
"male","group C","some high school","standard","none","67","61","57"
"male","group C","some high school","standard","none","73","74","66"
"female","group C","some high school","standard","none","61","73","67"
"female","group D","associate's degree","standard","none","70","75","71"
"male","group E","high school","free/reduced","none","62","60","53"
"male","group D","associate's degree","standard","none","100","96","92"
"female","group D","some college","standard","none","52","57","57"
"female","group B","some high school","standard","completed","31","43","48"
"male","group D","bachelor's degree","standard","none","89","85","85"
"male","group E","high school","standard","none","60","61","58"
"male","group C","some college","free/reduced","none","45","39","28"
"female","group D","some college","standard","none","66","72","75"
"female","group D","associate's degree","standard","none","79","79","84"
"female","group E","high school","free/reduced","none","65","69","63"
"female","group C","bachelor's degree","standard","completed","63","77","76"
"female","group C","master's degree","free/reduced","completed","68","84","92"
"female","group D","high school","free/reduced","none","52","64","63"
"male","group C","some college","standard","completed","84","85","76"
"female","group C","high school","standard","completed","55","72","74"
"male","group E","some high school","standard","none","84","61","62"
"male","group A","master's degree","standard","completed","76","72","68"
"female","group C","some high school","free/reduced","none","74","85","77"
"male","group E","bachelor's degree","free/reduced","none","70","73","65"
"female","group D","high school","free/reduced","none","60","72","74"
"male","group C","master's degree","standard","completed","97","98","100"
"male","group D","associate's degree","standard","none","55","53","50"
"female","group B","some college","free/reduced","completed","49","72","67"
"female","group D","some high school","free/reduced","none","32","40","42"
"male","group C","some high school","standard","none","65","56","57"
"male","group E","associate's degree","free/reduced","completed","79","64","62"
"female","group D","some college","free/reduced","none","57","73","73"
"male","group C","some college","standard","completed","77","71","73"
"female","group E","bachelor's degree","standard","completed","75","82","80"
"female","group C","high school","standard","none","68","75","79"
"male","group A","some high school","standard","none","60","63","51"
"female","group D","some high school","standard","none","50","61","66"
"male","group C","some college","standard","none","71","68","65"
"male","group C","high school","standard","none","78","70","60"
"male","group E","high school","standard","none","68","69","58"
"male","group D","some college","standard","none","53","46","50"
"male","group E","associate's degree","free/reduced","none","69","67","64"
"male","group C","bachelor's degree","standard","none","58","66","58"
"female","group C","bachelor's degree","free/reduced","none","52","65","61"
"female","group D","bachelor's degree","free/reduced","completed","82","91","96"
"female","group D","some high school","standard","none","58","69","69"
"male","group E","high school","free/reduced","none","75","67","68"
"female","group B","some college","free/reduced","none","61","81","77"
"female","group C","some high school","free/reduced","completed","65","78","69"
"female","group C","high school","standard","none","62","73","72"
"female","group E","associate's degree","standard","completed","77","89","86"
"female","group E","associate's degree","standard","none","86","93","92"
"female","group B","bachelor's degree","standard","completed","75","100","99"
"male","group E","some college","standard","completed","88","84","78"
"male","group D","some college","standard","completed","62","54","63"
"male","group D","associate's degree","standard","none","50","46","48"
"female","group C","bachelor's degree","standard","none","90","95","84"
"male","group A","bachelor's degree","standard","none","79","66","64"
"female","group D","high school","standard","none","80","91","82"
"male","group C","master's degree","standard","completed","71","68","68"
"female","group B","some high school","free/reduced","completed","46","55","55"
"male","group C","bachelor's degree","standard","none","40","37","38"
"female","group B","associate's degree","free/reduced","none","61","74","68"
"female","group E","associate's degree","standard","none","98","93","99"
"female","group B","some high school","standard","none","46","50","50"
"female","group D","associate's degree","standard","none","48","62","70"
"male","group D","some college","standard","completed","44","39","41"
"female","group B","high school","standard","none","51","51","54"
"female","group B","some college","standard","none","65","79","75"
"male","group C","some college","free/reduced","completed","70","68","67"
"male","group C","some high school","standard","completed","78","81","85"
"female","group B","some college","standard","none","65","66","65"
"female","group A","high school","standard","none","59","79","70"
"female","group A","some high school","free/reduced","none","52","67","59"
"male","group C","master's degree","free/reduced","completed","40","34","42"
"female","group B","high school","free/reduced","completed","44","69","63"
"female","group B","associate's degree","standard","none","65","87","79"
"female","group B","some college","free/reduced","none","69","78","77"
"female","group C","high school","standard","none","48","62","56"
"female","group C","some college","standard","completed","63","77","78"
"male","group C","high school","standard","completed","70","67","73"
"female","group C","high school","free/reduced","completed","61","72","75"
"male","group B","some college","free/reduced","completed","69","70","64"
"male","group C","some high school","free/reduced","none","52","53","46"
"female","group D","high school","standard","none","68","70","76"
"male","group E","associate's degree","standard","none","96","90","86"
"female","group B","associate's degree","standard","completed","90","97","100"
"female","group C","bachelor's degree","standard","none","60","66","67"
"female","group E","some college","standard","none","76","79","75"
"female","group D","high school","free/reduced","none","68","80","82"
"male","group C","some high school","standard","completed","61","62","53"
"female","group B","some college","standard","completed","59","68","65"
"female","group C","some college","free/reduced","none","39","42","43"
"female","group C","some college","standard","none","77","89","89"
"female","group D","associate's degree","standard","none","75","93","87"
"male","group C","bachelor's degree","standard","completed","72","71","70"
"female","group C","some high school","standard","none","82","85","83"
"female","group A","some high school","standard","none","34","48","37"
"male","group D","some college","free/reduced","none","63","64","57"
"male","group C","some college","standard","none","58","39","46"
"male","group D","some high school","free/reduced","completed","75","75","75"
"male","group D","associate's degree","standard","completed","70","75","76"
"male","group D","some college","standard","completed","85","75","75"
"female","group C","some high school","standard","none","54","64","65"
"female","group C","associate's degree","standard","none","47","53","56"
"male","group D","bachelor's degree","standard","none","66","61","59"
"female","group C","some college","standard","none","77","78","82"
"female","group D","some college","free/reduced","none","44","56","57"
"female","group D","some high school","standard","completed","63","71","77"
"female","group C","associate's degree","free/reduced","completed","62","70","76"
"male","group D","bachelor's degree","standard","none","82","74","75"
"male","group D","bachelor's degree","standard","completed","100","91","98"
