"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"male","group B","associate's degree","free/reduced","none","51","63","54"
"male","group D","bachelor's degree","standard","completed","79","80","82"
"male","group B","some high school","free/reduced","completed","71","70","73"
"female","group E","associate's degree","free/reduced","none","80","82","78"
"male","group B","high school","free/reduced","completed","74","73","72"
"male","group E","some high school","free/reduced","none","85","83","76"
"male","group B","some high school","standard","completed","84","75","74"
"male","group B","some college","standard","completed","63","64","58"
"female","group D","some college","free/reduced","none","46","54","62"
"female","group C","master's degree","free/reduced","completed","77","88","88"
"female","group A","high school","standard","none","46","62","60"
"male","group B","associate's degree","standard","none","73","67","64"
"female","group D","some high school","standard","none","47","56","56"
"male","group A","associate's degree","standard","none","85","87","82"
"male","group B","bachelor's degree","standard","none","76","68","66"
"male","group C","master's degree","standard","completed","86","84","82"
"female","group D","associate's degree","standard","none","90","95","100"
"male","group E","associate's degree","standard","none","100","87","93"
"male","group A","associate's degree","standard","none","63","53","55"
"female","group C","some college","free/reduced","none","65","83","76"
"female","group C","some high school","standard","none","46","64","61"
"female","group B","associate's degree","free/reduced","none","31","45","46"
"male","group E","bachelor's degree","standard","none","77","74","70"
"female","group C","some college","standard","completed","71","83","80"
"female","group B","associate's degree","standard","none","73","92","84"
"male","group D","some college","free/reduced","none","80","85","80"
"female","group B","bachelor's degree","standard","none","70","84","85"
"male","group D","some high school","standard","completed","41","39","44"
"female","group E","high school","standard","none","84","77","73"
"male","group C","master's degree","standard","completed","78","73","76"
"male","group A","some high school","standard","none","89","78","76"
"female","group E","some college","standard","completed","87","97","99"
"male","group D","associate's degree","standard","none","67","66","65"
"male","group C","high school","standard","none","92","86","81"
"female","group E","associate's degree","standard","none","84","83","82"
"male","group D","high school","standard","none","53","46","40"
"male","group D","associate's degree","free/reduced","none","70","66","59"
"male","group D","high school","standard","none","67","62","63"
"male","group D","some high school","standard","none","58","59","52"
"male","group D","bachelor's degree","standard","none","78","66","66"
"female","group E","some high school","free/reduced","completed","62","66","64"
"female","group B","associate's degree","standard","completed","64","69","78"
"female","group E","associate's degree","free/reduced","none","80","91","95"
"female","group B","associate's degree","free/reduced","none","37","47","48"
"male","group A","bachelor's degree","free/reduced","completed","72","71","73"
"female","group D","some high school","free/reduced","none","38","46","47"
"male","group B","associate's degree","standard","completed","68","72","65"
"male","group C","some college","standard","none","65","57","54"
"male","group C","bachelor's degree","standard","none","77","65","68"
"male","group B","high school","standard","none","64","63","54"
"female","group D","some college","free/reduced","none","53","59","64"
"female","group C","high school","standard","none","48","64","58"
"male","group A","bachelor's degree","free/reduced","none","53","50","42"
"female","group B","high school","free/reduced","none","41","60","56"
"male","group B","some college","standard","none","76","75","67"
"female","group C","high school","standard","completed","81","80","86"
"male","group D","some high school","standard","none","56","55","43"
"female","group A","bachelor's degree","standard","completed","75","79","84"
"male","group A","bachelor's degree","standard","completed","100","93","94"
"female","group C","some college","standard","none","79","80","88"
"female","group C","bachelor's degree","free/reduced","completed","81","92","87"
"male","group C","some college","free/reduced","none","54","51","53"
"female","group C","some college","free/reduced","none","37","45","44"
"male","group C","some college","standard","none","70","71","72"
"male","group B","high school","standard","completed","91","83","84"
"male","group C","master's degree","standard","none","54","48","47"
"male","group C","some high school","free/reduced","none","60","65","64"
"male","group D","some high school","standard","completed","99","94","96"
"female","group E","some high school","standard","none","58","62","54"
"male","group C","some high school","standard","none","73","69","72"
"male","group C","high school","free/reduced","none","48","51","51"
"male","group D","some high school","standard","none","96","85","75"
"male","group B","some high school","free/reduced","none","47","41","41"
"male","group A","associate's degree","standard","none","68","58","55"
"male","group B","associate's degree","standard","none","63","53","48"
"male","group D","high school","standard","none","85","61","69"
"female","group C","bachelor's degree","standard","completed","77","99","98"
"male","group D","some high school","standard","completed","71","64","65"
"male","group D","some college","standard","none","94","88","88"
"male","group C","associate's degree","standard","none","76","63","67"
"female","group E","master's degree","standard","none","86","86","85"
"female","group B","high school","standard","completed","51","70","69"
"female","group D","high school","standard","completed","81","82","94"
"male","group D","some high school","standard","none","54","48","47"
"female","group A","some high school","free/reduced","completed","40","55","56"
"male","group C","some high school","standard","completed","75","70","76"
"female","group D","master's degree","standard","completed","86","90","99"
"female","group C","bachelor's degree","standard","none","65","70","70"
"female","group C","some college","standard","none","54","68","60"
"female","group B","high school","free/reduced","none","50","57","56"
"male","group C","some high school","standard","completed","84","88","92"
"male","group D","some college","standard","none","87","86","82"
"female","group C","associate's degree","standard","none","49","54","53"
"male","group C","associate's degree","standard","none","59","57","56"
"female","group C","associate's degree","free/reduced","none","42","52","51"
"female","group C","high school","free/reduced","none","58","71","65"
"male","group D","some college","standard","none","64","67","61"
"female","group E","some high school","standard","completed","69","72","73"
"female","group B","some college","standard","none","82","88","91"
"male","group E","bachelor's degree","standard","completed","100","94","89"
"female","group A","high school","standard","completed","75","81","86"
"male","group C","some college","free/reduced","completed","58","52","56"
"male","group E","some college","standard","completed","83","78","73"
"male","group A","bachelor's degree","standard","none","75","82","78"
"male","group C","some college","free/reduced","none","57","65","54"
"male","group B","associate's degree","standard","none","89","86","83"
"female","group A","associate's degree","free/reduced","none","35","51","43"
"male","group D","some high school","standard","none","68","62","54"
"female","group B","bachelor's degree","standard","none","64","67","67"
"female","group C","some college","standard","none","51","57","56"
"male","group D","high school","standard","none","69","65","64"
"male","group C","high school","free/reduced","none","47","53","49"
"female","group D","high school","standard","completed","86","83","88"
"female","group E","bachelor's degree","standard","none","87","88","85"
"female","group D","associate's degree","standard","none","55","70","64"
"male","group D","some college","standard","none","90","86","85"
"male","group D","high school","standard","completed","86","87","89"
"male","group E","high school","free/reduced","none","45","40","34"
"male","group A","bachelor's degree","standard","completed","93","100","96"
"female","group D","some college","standard","completed","80","74","81"
"female","group C","associate's degree","standard","completed","78","91","89"
"female","group D","some college","free/reduced","completed","40","54","54"
"male","group E","some college","free/reduced","none","88","84","76"
"female","group D","high school","standard","none","69","76","66"
"female","group E","some college","standard","completed","70","72","78"
"male","group B","bachelor's degree","standard","completed","85","93","91"
"female","group D","some high school","standard","completed","67","78","78"
"male","group A","some college","standard","completed","59","65","54"
"male","group A","some college","free/reduced","completed","61","63","65"
"female","group C","bachelor's degree","standard","none","64","83","84"
"female","group B","some college","standard","none","58","61","60"
"male","group C","bachelor's degree","standard","none","64","56","54"
"female","group B","some high school","standard","none","57","63","61"
"male","group B","bachelor's degree","free/reduced","none","58","56","52"
"male","group B","bachelor's degree","standard","none","70","74","67"
"female","group C","some high school","standard","none","70","84","83"
"female","group E","some college","standard","none","89","96","94"
"male","group D","associate's degree","standard","none","78","70","73"
"female","group A","high school","free/reduced","completed","63","71","77"
"female","group E","some college","standard","none","81","84","80"
"female","group E","some college","standard","none","69","75","76"
"female","group C","some college","standard","completed","74","91","91"
"female","group E","some college","standard","completed","79","88","91"
"female","group C","some high school","standard","completed","69","92","93"
"male","group B","associate's degree","standard","none","72","75","65"
"female","group D","associate's degree","standard","none","60","62","70"
"female","group C","high school","free/reduced","none","45","59","50"
"female","group A","high school","standard","completed","52","60","65"
"female","group D","high school","free/reduced","none","59","60","64"
"male","group C","bachelor's degree","standard","none","66","70","71"
"female","group B","associate's degree","standard","none","79","75","75"
"male","group B","some high school","standard","none","70","63","54"
"female","group D","some high school","free/reduced","none","46","48","51"
"male","group B","associate's degree","free/reduced","none","62","70","62"
"male","group B","some high school","standard","none","70","58","62"
"female","group B","associate's degree","standard","none","72","69","74"
"female","group C","some high school","standard","none","34","38","39"
"male","group C","high school","standard","none","49","45","40"
"male","group C","bachelor's degree","standard","none","61","63","56"
"male","group C","high school","free/reduced","none","51","53","43"
"female","group C","some high school","standard","none","81","87","82"
"male","group C","some high school","free/reduced","completed","51","62","56"
"female","group E","high school","standard","none","100","97","84"
"male","group A","associate's degree","free/reduced","completed","50","58","56"
"male","group C","some high school","free/reduced","completed","56","59","59"
"female","group A","high school","standard","completed","88","94","97"
"female","group E","high school","standard","completed","73","77","78"
"male","group B","some college","standard","completed","58","66","64"
"female","group C","some college","free/reduced","none","51","55","51"
"female","group C","some college","standard","none","43","46","50"
"male","group C","high school","free/reduced","completed","55","53","57"
"male","group B","some high school","standard","none","67","57","53"
"male","group E","some high school","free/reduced","none","83","81","78"
"male","group C","some college","free/reduced","none","43","45","43"
"male","group D","high school","free/reduced","none","76","66","63"
"female","group D","some high school","standard","none","42","47","51"
"male","group D","associate's degree","standard","none","92","84","81"
"male","group B","some high school","standard","completed","65","66","64"
"male","group C","some college","standard","none","91","87","82"
"female","group A","some high school","standard","completed","65","72","73"
"male","group C","associate's degree","standard","none","56","51","56"
"female","group D","associate's degree","standard","none","87","94","96"
"male","group C","some college","standard","none","48","27","30"
"female","group B","some high school","standard","none","47","49","43"
"female","group C","master's degree","standard","none","61","62","58"
"female","group D","bachelor's degree","free/reduced","completed","83","91","100"
"female","group C","master's degree","standard","none","85","92","86"
"male","group D","associate's degree","free/reduced","none","64","62","64"
"female","group B","associate's degree","free/reduced","none","57","70","66"
"female","group C","some college","standard","completed","70","77","80"
"female","group D","some college","standard","completed","88","96","92"
"male","group D","bachelor's degree","standard","none","91","81","78"
"male","group C","high school","free/reduced","completed","57","56","55"
"male","group D","bachelor's degree","standard","completed","84","88","91"
"male","group B","high school","free/reduced","none","58","55","46"
"male","group D","high school","free/reduced","completed","59","59","60"
"female","group D","bachelor's degree","standard","none","83","79","89"
"female","group C","bachelor's degree","free/reduced","none","53","77","67"
"male","group E","high school","free/reduced","none","73","58","51"
"female","group E","some high school","standard","completed","80","79","90"
"female","group B","high school","standard","completed","46","55","60"
"female","group D","some high school","standard","none","77","82","85"
"male","group B","high school","free/reduced","none","53","51","49"
"male","group D","bachelor's degree","free/reduced","completed","74","70","70"
"male","group B","some college","standard","none","57","59","54"
"female","group B","high school","standard","none","70","74","72"
"male","group E","high school","standard","none","93","85","82"
"male","group D","some high school","free/reduced","none","75","60","60"
"female","group B","master's degree","standard","completed","76","92","96"
"female","group C","some college","free/reduced","completed","51","67","64"
"male","group D","high school","standard","completed","83","83","82"
"female","group C","some college","standard","completed","70","80","83"
"female","group C","bachelor's degree","standard","completed","55","66","65"
"female","group B","some college","standard","completed","74","83","91"
"male","group C","master's degree","standard","none","83","85","84"
"female","group E","some college","free/reduced","none","69","70","72"
"female","group D","high school","standard","completed","72","83","83"
"female","group D","some college","standard","completed","80","83","84"
"female","group E","associate's degree","standard","completed","94","100","100"
"female","group B","bachelor's degree","standard","completed","46","60","62"
"female","group C","some high school","free/reduced","completed","28","37","33"
"male","group C","some high school","standard","none","55","57","43"
"female","group E","bachelor's degree","free/reduced","completed","69","73","79"
"female","group C","some college","standard","completed","65","87","82"
"male","group D","master's degree","free/reduced","none","52","57","47"
"male","group C","some college","standard","none","58","50","44"
"male","group A","associate's degree","standard","completed","70","62","61"
"male","group A","high school","standard","none","62","55","52"
"male","group C","high school","standard","none","67","83","73"
"male","group D","associate's degree","standard","none","63","47","51"
"female","group D","some college","free/reduced","none","55","60","65"
"female","group C","high school","standard","completed","76","85","84"
"male","group C","some college","standard","completed","53","61","63"
"male","group B","high school","standard","none","56","61","45"
"female","group D","some college","free/reduced","none","51","56","59"
"male","group C","associate's degree","standard","completed","56","52","48"
"female","group D","some college","free/reduced","none","37","53","50"
"male","group D","associate's degree","standard","completed","100","100","100"
"female","group C","associate's degree","free/reduced","completed","67","85","86"
"male","group C","high school","standard","completed","52","50","51"
"female","group A","master's degree","standard","none","44","47","45"
"male","group D","high school","standard","completed","77","74","73"
"male","group D","bachelor's degree","standard","none","85","73","81"
"female","group C","associate's degree","standard","completed","73","82","82"
"male","group C","associate's degree","standard","completed","100","91","96"
"male","group D","some high school","standard","none","84","77","72"
"female","group D","high school","free/reduced","none","61","73","65"
"female","group C","some high school","standard","none","55","66","61"
"male","group E","high school","standard","none","67","65","59"
"male","group C","associate's degree","standard","none","52","50","42"
"male","group A","high school","standard","none","67","57","54"
"female","group D","some college","free/reduced","none","31","39","36"
"male","group D","some college","standard","completed","78","72","70"
"male","group D","some college","standard","none","90","87","89"
"female","group B","high school","free/reduced","none","34","61","59"
"female","group C","some high school","standard","completed","79","89","86"
"female","group D","bachelor's degree","free/reduced","none","76","79","80"
"female","group B","some college","standard","none","79","88","87"
"male","group C","some high school","free/reduced","none","43","44","39"
"male","group B","high school","free/reduced","completed","48","44","51"
"female","group A","associate's degree","free/reduced","none","68","83","82"
"male","group E","bachelor's degree","free/reduced","completed","76","77","77"
"female","group C","master's degree","standard","none","69","70","71"
"male","group D","some college","free/reduced","completed","48","43","45"
"male","group E","master's degree","standard","none","96","82","80"
"male","group B","associate's degree","free/reduced","none","77","75","76"
"female","group B","master's degree","standard","none","70","74","70"
"male","group C","high school","standard","completed","67","73","59"
"female","group D","associate's degree","free/reduced","completed","53","71","77"
"female","group A","some college","standard","completed","45","68","61"
"female","group B","high school","standard","none","46","58","46"
"male","group B","some college","free/reduced","none","62","60","58"
"male","group E","some high school","standard","completed","90","77","78"
"male","group C","some college","standard","none","69","70","63"
"female","group C","some high school","standard","none","60","77","69"
"female","group A","high school","standard","none","77","88","81"
"female","group B","some college","standard","none","65","59","72"
"male","group B","high school","standard","completed","83","76","75"
"male","group C","some college","standard","none","50","50","46"
"male","group D","high school","standard","completed","77","74","64"
"male","group C","some high school","standard","none","71","62","58"
"male","group D","some high school","standard","none","59","63","55"
"female","group C","some college","standard","none","73","80","75"
"male","group B","high school","standard","none","84","74","77"
"female","group D","high school","standard","none","64","70","75"
"male","group B","some high school","standard","none","46","42","35"
"male","group D","master's degree","standard","completed","100","100","100"
"female","group E","some high school","standard","completed","75","67","67"
"male","group C","some high school","standard","none","68","59","58"
"male","group C","some college","free/reduced","completed","47","51","50"
"female","group D","bachelor's degree","standard","none","72","80","81"
"female","group B","associate's degree","free/reduced","none","47","67","69"
"female","group C","bachelor's degree","standard","none","87","99","93"
"female","group B","high school","standard","none","87","98","88"
"male","group C","bachelor's degree","standard","none","76","79","78"
"female","group B","associate's degree","standard","none","74","86","87"
"female","group D","high school","free/reduced","none","57","72","63"
"female","group C","some high school","standard","none","81","92","86"
"male","group E","some college","standard","completed","81","73","76"
"male","group E","associate's degree","free/reduced","completed","71","78","71"
"female","group A","high school","standard","none","71","85","79"
"male","group C","master's degree","standard","completed","100","98","92"
"female","group C","associate's degree","standard","none","59","67","62"
"female","group D","high school","standard","completed","44","64","64"
"male","group C","some college","standard","none","55","46","44"
"male","group D","some college","standard","none","85","77","75"
"female","group D","high school","standard","none","75","78","83"
"male","group D","associate's degree","free/reduced","none","46","53","46"
"male","group D","high school","standard","completed","99","96","100"
"female","group D","high school","free/reduced","none","51","62","64"
"female","group D","some high school","standard","completed","52","62","67"
"male","group A","some high school","standard","completed","63","55","60"
"male","group D","bachelor's degree","free/reduced","completed","70","68","74"
"male","group C","some high school","standard","completed","86","81","76"
"male","group E","associate's degree","standard","none","92","87","74"
"female","group B","associate's degree","standard","completed","70","79","77"
"male","group A","bachelor's degree","free/reduced","completed","58","69","68"
"female","group D","associate's degree","standard","none","98","98","97"
"male","group E","some college","standard","completed","74","66","63"
"male","group D","bachelor's degree","standard","none","80","76","74"
"female","group C","some high school","standard","none","53","47","53"
"male","group D","associate's degree","standard","completed","98","92","95"
"female","group C","some high school","free/reduced","none","50","65","60"
"male","group D","some high school","standard","none","74","72","67"
"male","group C","high school","free/reduced","none","19","10","7"
"female","group E","associate's degree","standard","completed","84","88","88"
"female","group C","some college","free/reduced","none","56","82","78"
"female","group C","high school","standard","none","68","82","75"
"male","group D","some high school","free/reduced","none","58","56","45"
"female","group C","some college","standard","completed","59","68","68"
"female","group E","master's degree","standard","none","100","100","100"
"male","group C","associate's degree","standard","completed","84","77","78"
"female","group A","bachelor's degree","free/reduced","completed","50","68","66"
"male","group A","bachelor's degree","standard","none","82","88","83"
"male","group E","some high school","free/reduced","completed","68","64","63"
"male","group C","some college","free/reduced","completed","48","57","53"
"female","group C","bachelor's degree","free/reduced","none","44","62","55"
"female","group C","bachelor's degree","free/reduced","completed","89","95","98"
"male","group C","some college","standard","none","71","61","63"
"female","group D","high school","standard","completed","72","81","89"
"male","group D","associate's degree","standard","none","60","57","55"
"female","group E","bachelor's degree","free/reduced","none","64","77","75"
"male","group D","high school","standard","none","99","91","84"
"female","group B","associate's degree","standard","none","69","83","79"
"female","group E","master's degree","standard","completed","100","100","100"
"male","group C","associate's degree","standard","none","64","65","60"
"male","group B","associate's degree","standard","completed","100","95","98"
"female","group E","some college","standard","none","84","86","84"
"male","group C","high school","standard","none","66","68","71"
"male","group E","bachelor's degree","free/reduced","none","62","64","53"
"male","group B","some college","standard","none","68","74","66"
"female","group A","associate's degree","free/reduced","completed","72","86","86"
"male","group C","master's degree","free/reduced","none","63","66","65"
"male","group E","high school","free/reduced","none","76","76","67"
"male","group C","high school","free/reduced","completed","67","71","71"
"female","group A","some college","free/reduced","none","32","50","51"
"male","group A","some college","free/reduced","none","47","38","38"
"male","group E","bachelor's degree","free/reduced","none","64","62","54"
"female","group E","bachelor's degree","free/reduced","none","91","97","97"
"female","group C","some high school","standard","none","60","64","62"
"female","group C","some college","free/reduced","completed","65","83","80"
"female","group D","some college","free/reduced","completed","64","80","80"
"female","group E","high school","standard","none","50","68","64"
"female","group B","some college","standard","none","58","70","66"
"male","group D","some high school","standard","completed","62","60","60"
"male","group C","some high school","free/reduced","none","69","71","68"
"male","group C","some high school","free/reduced","none","56","51","38"
"female","group E","some college","standard","none","84","97","92"
"female","group C","associate's degree","free/reduced","completed","72","89","89"
"male","group E","associate's degree","standard","none","72","62","64"
"male","group D","high school","standard","none","47","46","44"
"female","group C","associate's degree","free/reduced","none","56","65","60"
"male","group C","some high school","standard","completed","60","52","57"
"female","group B","some college","free/reduced","none","44","42","53"
"male","group D","some high school","free/reduced","none","29","35","29"
"female","group B","high school","standard","completed","83","94","87"
"male","group B","some college","standard","none","71","72","65"
"female","group B","some college","free/reduced","none","69","73","78"
"male","group C","associate's degree","standard","completed","70","72","70"
"female","group C","some college","standard","completed","88","86","89"
"female","group B","bachelor's degree","standard","none","87","88","86"
"male","group D","bachelor's degree","standard","none","77","68","71"
"female","group E","bachelor's degree","standard","completed","100","98","98"
"female","group E","associate's degree","standard","completed","89","98","100"
"female","group B","high school","free/reduced","none","62","72","68"
"male","group B","some college","standard","none","76","67","70"
"female","group D","some college","free/reduced","none","73","80","78"
"female","group C","bachelor's degree","free/reduced","none","78","76","76"
"male","group D","some college","standard","none","66","63","67"
"male","group D","associate's degree","standard","none","74","72","71"
"female","group B","associate's degree","standard","completed","66","65","69"
"female","group C","some high school","free/reduced","none","41","57","50"
"female","group C","associate's degree","standard","none","55","53","55"
"male","group C","high school","free/reduced","completed","27","33","30"
"female","group B","high school","standard","none","59","73","70"
"female","group A","associate's degree","free/reduced","none","57","63","61"
"female","group B","master's degree","free/reduced","none","64","82","79"
"female","group C","associate's degree","standard","none","67","82","74"
"female","group A","some high school","free/reduced","none","60","74","68"
"female","group C","high school","free/reduced","none","38","46","43"
"male","group D","some college","standard","completed","71","65","69"
"female","group C","some college","free/reduced","none","75","88","87"
"female","group E","some high school","standard","none","75","80","79"
"female","group C","high school","free/reduced","none","71","82","84"
"male","group B","bachelor's degree","free/reduced","none","74","71","70"
"female","group D","some college","free/reduced","none","64","70","68"
"male","group B","some college","standard","none","67","56","55"
"male","group B","some high school","standard","none","59","55","49"
"male","group D","some high school","free/reduced","none","49","55","48"
"female","group C","bachelor's degree","standard","completed","55","75","73"
"female","group C","master's degree","standard","none","70","69","73"
"male","group C","high school","standard","none","61","61","55"
"female","group A","bachelor's degree","free/reduced","completed","77","87","88"
"female","group B","some high school","standard","none","41","40","45"
"male","group D","some college","standard","none","68","70","66"
"male","group C","bachelor's degree","free/reduced","completed","52","50","53"
"male","group E","associate's degree","standard","none","82","75","69"
"female","group C","associate's degree","standard","none","80","92","89"
"male","group D","high school","standard","none","87","79","85"
"female","group D","master's degree","free/reduced","none","69","76","75"
"male","group E","master's degree","standard","none","100","81","82"
"male","group D","some college","standard","none","71","63","64"
"male","group C","some college","free/reduced","none","54","64","56"
"male","group D","some college","free/reduced","none","63","57","65"
"female","group E","high school","standard","none","68","68","67"
"female","group D","high school","free/reduced","none","43","45","43"
"female","group E","high school","free/reduced","none","68","78","73"
"male","group C","high school","free/reduced","completed","55","67","61"
"female","group B","bachelor's degree","standard","none","56","74","75"
"male","group D","high school","standard","none","82","71","69"
"female","group D","bachelor's degree","standard","completed","85","93","95"
"female","group D","some high school","standard","none","58","70","73"
"female","group A","some college","free/reduced","none","60","65","63"
"male","group C","high school","standard","completed","93","99","96"
"male","group B","some high school","standard","none","59","57","46"
"male","group D","master's degree","standard","completed","96","79","90"
"male","group C","associate's degree","free/reduced","none","50","46","42"
"female","group E","some college","standard","completed","79","87","86"
"female","group D","bachelor's degree","free/reduced","completed","52","64","72"
"female","group C","bachelor's degree","free/reduced","none","29","42","39"
"female","group C","some college","standard","none","74","91","87"
"male","group D","bachelor's degree","free/reduced","none","50","51","54"
"male","group C","associate's degree","standard","none","74","67","67"
"female","group D","bachelor's degree","standard","none","71","84","81"
"female","group D","high school","free/reduced","none","70","78","75"
"female","group C","associate's degree","standard","none","82","91","89"
"male","group B","high school","standard","completed","71","70","66"
"female","group C","master's degree","standard","none","73","75","80"
"female","group C","associate's degree","free/reduced","none","35","55","51"
"female","group E","some college","standard","none","71","73","78"
"male","group C","some high school","free/reduced","none","39","45","40"
"female","group D","some college","standard","none","66","68","77"
"male","group E","some high school","standard","completed","73","69","62"
"male","group E","master's degree","standard","completed","95","100","100"
"female","group E","bachelor's degree","standard","completed","80","77","79"
"female","group D","some high school","free/reduced","none","60","73","72"
"female","group C","bachelor's degree","standard","completed","66","77","84"
"female","group D","high school","standard","none","71","80","81"
"female","group A","some high school","free/reduced","none","38","41","47"
"male","group C","some high school","standard","none","86","78","75"
"female","group D","master's degree","free/reduced","completed","86","99","100"
"male","group C","associate's degree","free/reduced","none","73","78","68"
"female","group C","associate's degree","free/reduced","none","59","66","71"
"male","group E","some college","standard","none","82","54","54"
"female","group D","associate's degree","free/reduced","none","73","76","80"
"female","group D","bachelor's degree","standard","none","93","92","96"
"female","group B","high school","standard","completed","64","67","72"
"male","group D","high school","free/reduced","none","51","52","49"
"male","group B","high school","free/reduced","none","61","53","49"
"male","group C","high school","free/reduced","none","43","44","45"
"male","group C","master's degree","standard","none","66","62","52"
"male","group C","associate's degree","free/reduced","none","68","69","63"
"female","group C","some high school","free/reduced","none","63","73","68"
"male","group A","associate's degree","standard","none","86","83","80"
